,temp,clouds,pressure,wind,humidity
1529503200,9.16,7,1020,0.62,66
1529510400,13.98,0,1020,1.0,54
1529517600,18.07,1,1020,1.0,43
1529524800,15.69,8,1020,1.45,67
1529532000,13.23,56,1021,2.54,77
1529575200,3.47,35,1023,1.2,65
1529582400,2.27,40,1027,0.0,98
1529589600,8.48,85,1022,1.38,68
1529596800,14.05,81,1021,0.83,52
1529604000,15.57,40,1020,0.0,50
1529611200,16.78,95,1017,1.28,58
1529618400,15.1,86,1017,0.78,62
1529661600,5.67,98,1016,0.8,43
1529668800,1.57,40,1020,0.0,97
1529676000,10.62,93,1016,0.54,53
1529683200,13.16,94,1018,1.25,54
1529690400,15.97,40,1017,1.0,42
1529697600,14.49,98,1016,1.38,62
1529704800,12.26,98,1017,1.25,72
1529748000,6.48,98,1019,0.42,71
1529755200,4.87,40,1022,0.0,90
1529762400,8.45,97,1021,0.67,70
1529769600,11.15,82,1020,0.58,65
1529776800,10.77,75,1020,1.5,63
1529784000,12.71,69,1018,0.92,71
1529791200,12.06,52,1017,0.8,68
1529834400,7.42,100,1017,0.83,78
1529841600,7.47,90,1020,0.0,95
1529848800,8.67,80,1021,1.34,83
1529856000,10.26,50,1021,0.34,83
1529863200,14.37,20,1021,0.5,60
1529870400,12.78,44,1021,1.35,75
1529877600,10.67,66,1021,1.13,74
1529920800,3.5,79,1022,1.61,72
1529928000,4.87,90,1025,0.0,98
1529935200,7.97,96,1022,1.71,74
1529942400,12.42,34,1022,0.89,52
1529949600,14.57,20,1022,1.0,57
1529956800,15.33,23,1020,1.72,61
1529964000,14.16,1,1020,0.72,65
1530007200,5.42,84,1018,0.82,69
1530014400,6.67,75,1022,0.5,92
1530021600,10.29,97,1020,1.45,75
1530028800,15.32,91,1020,1.03,56
1530036000,15.07,75,1021,0.0,56
1530043200,15.54,77,1018,0.98,57
1530050400,12.87,61,1018,1.38,77
1530093600,5.36,13,1017,0.92,74
1530100800,3.87,1,1022,0.0,97
1530108000,12.42,0,1018,1.43,67
1530115200,17.96,0,1016,0.95,50
1530122400,19.47,1,1015,1.0,35
1530129600,20.74,0,1013,1.48,55
1530136800,16.68,0,1013,1.31,67
1530180000,7.84,54,1014,1.15,67
1530187200,8.37,75,1017,0.0,87
1530194400,10.18,85,1017,1.24,76
1530201600,12.31,84,1018,0.59,76
1530208800,13.27,75,1019,2.6,72
1530216000,14.92,49,1017,1.09,71
1530223200,11.57,39,1019,1.67,89
1530266400,6.19,12,1018,1.09,85
1530273600,9.27,90,1021,0.5,89
1530280800,11.26,9,1019,1.33,77
1530288000,14.03,2,1018,0.79,61
1530295200,17.27,20,1016,1.0,54
1530302400,16.84,8,1014,1.01,61
1530309600,14.85,0,1014,0.74,67
1530352800,5.38,10,1013,1.18,53
1530360000,3.27,1,1018,0.0,97
1530367200,9.78,14,1016,0.41,68
1530374400,12.18,15,1016,1.52,57
1530381600,8.67,90,1017,2.1,88
1530388800,13.44,0,1013,1.73,71
1530396000,10.27,28,1013,2.19,81
1530439200,6.16,82,1013,1.04,85
1530446400,7.37,75,1016,0.0,81
1530453600,9.81,100,1015,0.66,75
1530460800,11.15,100,1017,1.49,68
1530468000,9.27,90,1018,0.0,86
1530475200,9.73,79,1016,0.88,87
1530482400,8.72,87,1018,1.52,86
1530525600,4.99,86,1019,0.88,85
1530532800,3.17,20,1022,0.0,98
1530540000,8.56,91,1019,1.21,79
1530547200,12.65,66,1018,0.52,69
1530554400,13.17,40,1017,0.0,66
1530561600,14.01,95,1014,1.27,73
1530568800,12.96,97,1013,1.6,78
1530612000,5.76,97,1011,0.72,67
1530619200,5.97,40,1015,0.0,95
1530626400,9.78,100,1013,0.85,72
1530633600,12.88,79,1014,0.49,64
1530640800,14.77,75,1013,1.0,57
1530648000,14.1,81,1012,0.55,64
1530655200,14.5,75,1011,1.52,59
1530698400,7.94,100,1007,0.48,74
1530705600,9.07,90,1012,0.5,87
1530712800,10.08,98,1010,1.61,75
1530720000,12.1,91,1010,0.2,80
1530727200,13.57,90,1011,2.6,56
1530734400,10.22,100,1012,0.84,90
1530741600,9.54,75,1014,1.45,91
1530784800,6.96,64,1013,1.78,94
1530792000,6.87,40,1014,0.0,96
1530799200,9.39,96,1013,0.96,93
1530806400,12.09,81,1014,0.25,75
1530813600,14.27,90,1013,2.1,68
1530820800,10.67,100,1016,1.29,90
1530828000,9.9,100,1016,1.44,84
1530871200,8.97,100,1016,1.47,88
1530878400,9.97,90,1018,1.0,91
1530885600,9.91,95,1019,0.74,87
1530892800,10.45,94,1020,0.96,91
1530900000,12.27,40,1019,0.0,80
1530907200,11.87,89,1019,0.5,83
1530914400,10.16,49,1019,1.64,85
1530957600,3.69,38,1022,1.83,89
1530964800,5.87,75,1024,0.0,98
1530972000,7.97,13,1022,2.19,84
1530979200,12.01,11,1021,0.85,68
1530986400,14.57,1,1020,1.0,62
1530993600,16.96,0,1017,1.61,61
1531000800,13.81,12,1017,1.08,76
1531044000,7.39,59,1014,0.92,48
1531051200,4.67,20,1019,0.0,97
1531058400,11.46,15,1017,1.49,66
1531065600,15.48,0,1017,0.74,52
1531072800,17.94,0,1016,0.82,52
1531080000,18.58,0,1015,0.82,58
1531087200,17.47,0,1016,0.85,61
1531130400,2.61,1,1016,1.36,52
1531137600,2.97,1,1020,0.0,98
1531144800,8.65,0,1016,2.07,65
1531152000,15.57,0,1016,0.39,52
1531159200,20.57,1,1014,1.0,35
1531166400,19.36,0,1013,1.1,61
1531173600,16.81,2,1013,1.05,66
1531216800,4.62,56,1014,0.74,54
1531224000,5.77,75,1018,1.0,99
1531231200,10.03,0,1015,0.64,62
1531238400,14.22,0,1016,1.32,50
1531245600,7.57,90,1019,1.0,92
1531252800,13.83,0,1015,1.5,75
1531260000,12.04,1,1016,0.88,78
1531303200,9.42,13,1018,0.43,52
1531310400,7.07,90,1021,0.5,87
1531317600,9.76,8,1019,0.69,56
1531324800,13.16,1,1019,0.47,50
1531332000,11.37,1,1020,0.0,68
1531339200,16.12,0,1017,1.08,60
1531346400,12.74,0,1018,1.21,69
1531389600,5.13,99,1019,1.17,57
1531396800,4.07,75,1022,0.0,98
1531404000,9.84,20,1021,0.73,68
1531411200,15.49,69,1020,0.51,49
1531418400,16.27,40,1020,0.0,51
1531425600,17.82,95,1017,1.25,59
1531432800,16.51,98,1018,0.75,61
1531476000,6.03,96,1017,1.21,63
1531483200,3.77,20,1021,0.0,96
1531490400,12.01,77,1016,1.88,68
1531497600,20.0,62,1016,0.76,44
1531504800,21.47,40,1015,1.5,31
1531512000,21.91,99,1014,1.25,60
1531519200,19.79,83,1013,0.35,53
1531562400,8.76,58,1015,0.63,64
1531569600,6.57,40,1019,0.0,95
1531576800,12.03,20,1017,0.45,65
1531584000,14.86,64,1016,1.06,64
1531591200,18.57,40,1016,2.6,55
1531598400,15.74,88,1016,2.3,74
1531605600,11.35,88,1016,1.7,91
1531648800,10.32,100,1017,0.29,74
1531656000,10.27,90,1019,0.0,90
1531663200,12.14,94,1018,0.87,73
1531670400,14.52,85,1017,1.39,71
1531677600,13.27,75,1018,0.0,74
1531684800,16.62,33,1016,1.84,71
1531692000,15.01,75,1016,0.78,75
1531735200,7.18,49,1015,0.68,65
1531742400,9.47,75,1018,0.0,83
1531749600,11.59,4,1016,0.82,70
1531756800,14.56,0,1015,0.95,59
1531764000,13.27,40,1016,0.0,64
1531771200,15.73,37,1015,1.8,67
1531778400,13.36,63,1015,1.59,76
1531821600,9.85,99,1016,0.43,71
1531828800,7.87,40,1019,0.0,72
1531836000,10.31,84,1018,0.39,76
1531843200,11.34,79,1019,0.97,77
1531850400,10.87,40,1019,2.6,70
1531857600,11.0,48,1019,2.23,82
1531864800,8.54,99,1021,1.68,82
1531908000,3.62,92,1021,1.95,91
1531915200,5.77,90,1023,1.0,73
1531922400,5.69,76,1024,1.25,86
1531929600,7.52,91,1023,1.15,83
1531936800,9.17,40,1022,0.0,59
1531944000,9.24,84,1022,2.55,74
1531951200,7.44,65,1022,1.83,72
1531994400,3.33,26,1024,0.89,76
1532001600,0.67,40,1026,0.0,94
1532008800,5.34,16,1026,0.12,72
1532016000,8.22,23,1026,0.9,66
1532023200,10.27,20,1024,2.1,48
1532030400,10.04,18,1025,1.47,51
1532037600,7.16,20,1026,1.61,62
1532080800,-1.32,3,1029,1.65,69
1532088000,-2.23,1,1032,0.0,94
1532095200,5.53,1,1030,1.5,62
1532102400,10.23,0,1028,0.77,43
1532109600,12.57,1,1026,0.0,31
1532116800,14.59,0,1023,1.18,34
1532124000,12.83,0,1021,1.3,32
1532167200,3.23,99,1012,0.79,74
1532174400,2.17,40,1016,0.0,76
1532181600,8.89,100,1014,0.26,64
1532188800,12.83,100,1015,1.5,51
1532196000,15.77,75,1014,1.0,29
1532203200,12.82,100,1014,1.45,57
1532210400,8.04,99,1016,2.54,77
1532253600,5.52,43,1025,0.89,79
1532260800,1.67,40,1027,0.0,91
1532268000,7.4,21,1026,1.45,77
1532275200,10.68,17,1025,2.51,68
1532282400,12.17,1,1024,0.0,45
1532289600,13.45,39,1022,2.85,61
1532296800,8.05,16,1023,2.36,78
1532340000,-0.41,0,1019,2.15,70
1532347200,-1.53,1,1023,0.0,96
1532354400,7.41,0,1018,1.87,67
1532361600,12.65,0,1017,0.56,49
1532368800,15.47,1,1016,0.0,32
1532376000,16.82,1,1014,1.13,45
1532383200,15.16,38,1014,0.42,53
1532426400,-0.17,6,1018,1.47,65
1532433600,-0.63,1,1022,0.0,96
1532440800,9.02,9,1020,0.92,63
1532448000,14.06,0,1020,0.41,46
1532455200,15.97,1,1019,0.0,35
1532462400,15.9,0,1019,1.57,53
1532469600,11.91,1,1020,1.54,71
1532512800,0.34,9,1021,1.6,69
1532520000,-0.13,1,1025,0.0,97
1532527200,9.07,0,1021,1.93,73
1532534400,15.75,42,1020,0.92,46
1532541600,20.17,20,1018,1.0,28
1532548800,19.48,100,1017,1.49,57
1532556000,17.85,100,1016,0.95,40
1532599200,3.88,96,1016,1.12,60
1532606400,2.07,40,1019,0.0,95
1532613600,11.19,74,1015,1.02,65
1532620800,14.29,40,1015,1.19,53
1532628000,16.87,40,1013,2.1,40
1532635200,16.28,75,1012,1.46,58
1532642400,10.38,54,1013,1.81,78
1532685600,7.24,93,1018,0.99,78
1532692800,5.47,90,1021,2.1,93
1532700000,6.43,100,1025,1.0,88
1532707200,7.42,100,1026,1.38,91
1532714400,7.07,90,1026,0.0,89
1532721600,8.89,99,1026,1.21,83
1532728800,7.23,98,1025,1.23,94
1532772000,1.5,10,1027,1.05,78
1532779200,0.77,1,1029,0.0,98
1532786400,6.96,5,1026,1.18,74
1532793600,11.68,0,1025,1.03,40
1532800800,14.68,0,1024,3.09,28
1532808000,15.68,0,1023,3.1,27
1532815200,13.68,0,1022,1.03,33
1532858400,2.41,0,1019,0.0,93
1532865600,1.01,40,1022,1.54,95
1532872800,7.68,0,1020,1.03,70
1532880000,10.68,0,1021,2.6,53
1532887200,12.47,20,1020,3.09,50
1532894400,13.68,0,1020,3.09,35
1532901600,11.68,0,1020,3.1,35
1532944800,0.23,0,1022,1.03,100
1532952000,-0.19,0,1024,1.54,95
1532959200,6.68,0,1022,0.0,75
1532966400,12.68,0,1021,1.54,44
1532973600,15.01,0,1020,2.06,36
1532980800,17.68,0,1020,2.1,29
1532988000,15.68,0,1020,3.1,23
1533031200,3.63,0,1017,1.54,93
1533038400,0.49,20,1019,1.03,92
1533045600,8.68,20,1017,1.03,57
1533052800,13.68,0,1017,1.54,44
1533060000,16.8,20,1016,2.1,30
1533067200,17.68,0,1016,4.12,23
1533074400,15.68,0,1017,4.12,33
1533117600,1.81,0,1018,0.51,93
1533124800,1.01,40,1020,1.03,98
1533132000,7.68,0,1019,1.54,70
1533139200,13.68,0,1019,1.54,44
1533146400,15.94,40,1018,2.06,35
1533153600,17.68,0,1017,4.63,29
1533160800,13.68,75,1018,4.63,47
1533204000,3.95,75,1017,0.51,100
1533211200,2.19,100,1020,3.6,96
1533218400,3.68,100,1020,1.54,100
1533225600,6.68,100,1020,2.1,75
1533232800,7.42,100,1021,4.63,74
1533240000,11.36,100,1020,3.6,76
1533247200,6.68,100,1022,3.6,81
1533290400,2.96,0,1024,1.54,93
1533297600,1.14,40,1026,1.03,98
1533304800,6.68,0,1025,1.54,81
1533312000,10.68,0,1024,1.54,62
1533319200,13.41,0,1023,2.1,38
1533326400,15.68,0,1021,2.57,20
1533333600,11.68,0,1022,3.6,22
1533376800,3.91,0,1020,1.03,86
1533384000,0.16,40,1022,1.03,92
1533391200,8.68,0,1020,2.1,42
1533398400,16.68,40,1018,2.06,20
1533405600,17.35,40,1017,4.63,26
1533412800,16.68,75,1018,5.14,25
1533420000,15.68,75,1020,4.12,33
1533463200,9.46,75,1020,2.1,81
1533470400,6.62,75,1022,2.6,75
1533477600,10.68,75,1021,2.6,57
1533484800,17.68,75,1020,3.1,22
1533492000,16.55,40,1020,4.63,30
1533499200,17.68,75,1020,2.1,23
1533506400,15.68,75,1020,3.6,27
1533549600,7.7,75,1016,0.51,61
1533556800,7.49,75,1018,2.1,76
1533564000,12.68,75,1017,3.1,44
1533571200,14.68,100,1017,2.1,41
1533578400,15.14,75,1014,2.1,36
1533585600,14.68,100,1014,1.54,41
1533592800,13.68,100,1014,2.6,47
1533636000,7.3,100,1020,1.54,87
1533643200,6.11,75,1025,2.6,91
1533650400,9.04,40,1025,2.6,87
1533657600,10.68,40,1026,2.1,62
1533664800,12.8,40,1026,4.63,52
1533672000,14.68,20,1025,2.6,36
1533679200,13.68,0,1026,1.54,35
1533722400,1.74,0,1022,1.03,93
1533729600,0.55,0,1024,1.54,91
1533736800,9.68,0,1020,3.6,46
1533744000,14.68,0,1018,1.54,23
1533751200,19.68,0,1017,1.03,18
1533758400,22.25,0,1015,2.57,16
1533765600,19.68,0,1015,1.03,26
1533808800,6.61,0,1014,1.03,81
1533816000,4.47,20,1017,0.0,88
1533823200,18.68,0,1016,1.54,37
1533830400,23.68,0,1016,2.06,17
1533837600,25.01,75,1014,3.6,18
1533844800,25.68,75,1015,4.12,13
1533852000,20.68,75,1016,4.63,24
1533895200,6.61,0,1016,1.54,93
1533902400,6.42,40,1018,3.1,88
1533909600,15.68,0,1017,1.03,44
1533916800,20.68,0,1017,2.1,26
1533924000,22.55,40,1014,3.6,29
1533931200,21.5,0,1013,1.54,25
1533938400,22.68,0,1014,4.12,27
1533981600,13.44,0,1015,1.03,81
1533988800,8.22,40,1018,1.54,90
1533996000,14.68,0,1018,1.03,58
1534003200,17.68,0,1018,3.1,45
1534010400,20.47,40,1016,4.12,38
1534017600,20.68,0,1018,4.63,35
1534024800,16.68,0,1018,3.1,45
1534068000,10.08,0,1017,1.03,93
1534075200,6.83,75,1020,1.03,90
1534082400,12.68,0,1020,1.54,71
1534089600,14.68,75,1020,1.03,28
1534096800,16.95,40,1018,1.54,46
1534104000,17.68,0,1018,4.63,39
1534111200,15.68,75,1019,5.14,48
1534154400,7.2,75,1024,0.51,100
1534161600,7.09,40,1027,2.6,97
1534168800,11.68,40,1028,1.03,58
1534176000,12.35,40,1028,2.57,55
1534183200,15.61,0,1027,4.63,31
1534190400,15.68,0,1025,2.1,36
1534197600,14.68,0,1025,4.12,31
1534240800,3.94,0,1020,1.03,87
1534248000,2.54,0,1023,1.54,92
1534255200,10.68,0,1021,2.1,50
1534262400,16.68,0,1020,2.6,25
1534269600,19.28,20,1017,2.1,28
