,temp,clouds,pressure,wind,humidity
1478037600,19.68,20,1021,5.7,21
1478080800,10.81,75,1020,1.03,57
1478088000,12.68,40,1021,2.1,54
1478095200,17.68,0,1020,1.54,39
1478102400,21.68,0,1019,4.63,25
1478109600,24.68,0,1019,6.2,16
1478116800,25.68,0,1018,4.12,13
1478124000,24.68,0,1018,5.14,13
1478167200,11.08,0,1019,1.54,61
1478174400,14.68,0,1020,2.1,55
1478181600,22.68,0,1020,1.03,27
1478188800,26.68,0,1018,5.14,23
1478196000,30.68,0,1017,4.12,19
1478203200,29.68,0,1016,6.7,23
1478210400,29.68,0,1016,6.2,23
1478253600,14.17,0,1014,1.03,77
1478260800,18.68,0,1016,1.03,73
1478268000,25.68,0,1016,1.03,39
1478275200,29.68,0,1015,4.63,25
1478282400,32.68,0,1015,5.7,23
1478289600,33.68,0,1014,7.72,23
1478296800,27.68,0,1015,9.8,30
1478340000,15.55,0,1015,1.54,82
1478347200,18.68,0,1016,1.03,68
1478354400,24.68,0,1015,1.54,44
1478361600,29.68,0,1016,5.14,33
1478368800,30.68,0,1015,6.2,35
1478376000,30.68,0,1015,7.72,33
1478383200,28.68,0,1015,7.2,37
1478426400,16.13,0,1014,1.54,91
1478433600,18.68,0,1016,1.03,77
1478440800,24.68,0,1016,2.06,44
1478448000,26.68,0,1016,4.12,34
1478455200,29.68,0,1015,4.12,23
1478462400,29.68,0,1015,8.8,29
1478469600,27.68,0,1015,7.72,34
1478512800,16.33,0,1016,1.54,77
1478520000,17.68,0,1018,0.51,72
1478527200,24.68,0,1017,3.6,44
1478534400,27.68,20,1016,2.57,34
1478541600,31.68,20,1014,7.72,26
1478548800,30.68,20,1014,8.8,25
1478556000,28.68,0,1015,8.23,27
1478599200,16.28,0,1015,3.1,67
1478606400,17.68,0,1016,1.03,68
1478613600,23.68,0,1016,3.6,47
1478620800,25.68,20,1016,5.14,41
1478628000,27.68,20,1016,6.7,34
1478635200,28.68,75,1015,8.23,32
1478642400,25.68,0,1016,7.72,34
1478685600,14.36,0,1015,1.03,71
1478692800,16.68,0,1017,2.6,63
1478700000,22.68,0,1016,2.06,41
1478707200,25.68,0,1016,3.1,36
1478714400,28.68,0,1015,5.7,30
1478721600,29.68,20,1014,6.7,29
1478728800,28.68,20,1014,7.2,25
1478772000,15.33,0,1014,1.03,67
1478779200,18.68,0,1015,1.54,59
1478786400,23.68,0,1015,1.54,38
1478793600,27.68,0,1015,6.7,32
1478800800,29.68,0,1015,6.2,27
1478808000,30.68,0,1014,6.2,19
1478815200,29.68,0,1014,7.2,22
1478858400,13.66,0,1015,0.51,62
1478865600,18.68,0,1016,1.03,56
1478872800,24.68,0,1016,1.54,36
1478880000,27.68,0,1015,5.14,30
1478887200,29.68,0,1015,5.7,23
1478894400,29.68,0,1014,8.23,22
1478901600,26.68,0,1015,7.72,20
1478944800,14.76,0,1014,0.51,66
1478952000,15.68,0,1015,1.03,44
1478959200,22.58,0,1015,2.06,25
1478966400,26.68,0,1015,5.7,23
1478973600,26.68,75,1015,6.7,23
1478980800,24.68,0,1015,6.7,24
1478988000,22.68,75,1015,5.7,23
1479031200,16.06,0,1016,2.6,82
1479038400,14.68,100,1017,3.1,77
1479045600,17.68,75,1017,1.54,63
1479052800,23.68,0,1017,2.1,38
1479060000,25.68,0,1016,5.14,32
1479067200,25.68,0,1016,6.2,34
1479074400,22.68,0,1017,7.72,35
1479117600,12.32,20,1016,1.03,71
1479124800,14.64,0,1017,0.51,62
1479132000,20.68,0,1017,1.54,40
1479139200,24.68,0,1017,4.63,34
1479146400,24.41,0,1015,6.7,25
1479153600,24.21,20,1015,5.14,25
1479160800,22.53,75,1016,7.72,29
1479204000,14.29,0,1017,1.54,71
1479211200,14.68,0,1018,1.54,77
1479218400,19.68,0,1018,3.1,52
1479225600,24.68,0,1017,3.6,38
1479232800,26.68,0,1016,4.63,32
1479240000,27.68,40,1015,5.7,28
1479247200,26.68,40,1016,6.7,28
1479290400,14.3,0,1016,2.1,82
1479297600,16.68,20,1017,1.54,77
1479304800,21.68,20,1017,3.1,56
1479312000,25.68,40,1017,5.7,39
1479319200,27.68,40,1016,6.2,32
1479326400,25.68,40,1016,6.7,36
1479333600,25.68,40,1017,6.7,32
1479376800,11.51,0,1016,0.51,58
1479384000,17.68,0,1018,0.51,59
1479391200,19.68,0,1016,1.54,40
1479398400,29.68,0,1015,3.6,23
1479405600,31.68,0,1014,4.12,18
1479412800,33.68,0,1013,4.63,13
1479420000,31.68,0,1012,5.14,18
1479463200,13.76,0,1011,1.03,47
1479470400,20.68,0,1013,1.03,37
1479477600,27.68,0,1013,4.63,23
1479484800,30.68,0,1013,6.2,19
1479492000,30.68,0,1013,8.8,24
1479499200,29.68,0,1013,8.23,31
1479506400,25.68,0,1014,7.72,41
1479549600,14.47,0,1015,1.03,77
1479556800,16.68,0,1017,0.51,82
1479564000,20.68,0,1016,1.54,64
1479571200,24.68,0,1015,4.12,41
1479578400,27.68,20,1014,4.12,37
1479585600,27.68,75,1014,7.2,32
1479592800,26.68,75,1013,7.72,37
1479636000,14.13,40,1016,2.1,87
1479643200,13.68,75,1016,1.54,88
1479650400,16.68,75,1016,1.54,68
1479657600,20.68,40,1015,3.1,53
1479664800,22.68,75,1014,5.14,41
1479672000,22.68,40,1013,6.7,35
1479679200,20.68,75,1014,6.7,46
1479722400,13.93,20,1014,2.6,76
1479729600,15.68,40,1015,1.03,77
1479736800,19.68,40,1015,2.1,56
1479744000,24.68,40,1015,3.1,38
1479751200,24.68,40,1013,5.7,38
1479758400,26.68,40,1013,8.23,26
1479765600,23.68,40,1014,6.2,41
1479808800,12.55,0,1016,1.03,87
1479816000,13.68,0,1017,1.54,88
1479823200,18.68,0,1016,3.1,64
1479830400,21.68,20,1015,5.14,49
1479837600,23.68,75,1015,6.2,44
1479844800,23.68,75,1015,7.2,44
1479852000,21.68,75,1015,5.7,49
1479895200,16.02,75,1015,1.54,74
1479902400,14.68,100,1017,3.1,77
1479909600,17.64,20,1017,3.1,63
1479916800,19.68,75,1017,3.6,52
1479924000,18.68,75,1017,5.7,59
1479931200,17.68,75,1017,4.63,72
1479938400,17.68,100,1018,4.12,72
1479981600,13.89,40,1015,1.03,77
1479988800,18.78,0,1016,1.5,72
1479996000,21.68,0,1016,1.54,43
1480003200,26.68,20,1015,2.6,28
1480010400,29.68,40,1014,6.2,20
1480017600,29.68,40,1013,7.2,20
1480024800,27.68,0,1012,6.7,28
1480068000,14.41,0,1013,3.6,94
1480075200,15.68,0,1015,2.1,77
1480082400,18.68,0,1015,4.63,73
1480089600,19.68,20,1016,5.7,60
1480096800,21.68,40,1017,5.14,49
1480104000,20.68,75,1017,6.2,49
1480111200,20.68,40,1016,8.23,46
1480154400,13.87,20,1019,1.54,82
1480161600,14.68,20,1020,1.54,72
1480168800,18.68,0,1019,2.06,52
1480176000,22.68,20,1019,3.1,33
1480183200,24.68,20,1018,4.63,27
1480190400,25.68,20,1017,5.7,26
1480197600,23.68,20,1017,7.72,33
1480240800,11.36,20,1017,1.54,82
1480248000,14.68,0,1018,2.1,82
1480255200,18.68,20,1018,2.1,59
1480262400,21.68,40,1018,4.12,46
1480269600,23.68,40,1017,4.63,36
1480276800,25.68,40,1017,8.23,34
1480284000,23.68,20,1017,7.72,31
1480327200,11.94,0,1017,2.1,71
1480334400,15.68,0,1018,1.03,72
1480341600,20.68,0,1017,1.03,46
1480348800,25.68,0,1016,2.57,32
1480356000,29.68,0,1015,3.6,20
1480363200,31.68,0,1014,4.63,15
1480370400,31.68,0,1014,5.7,15
1480413600,13.08,0,1011,1.03,63
1480420800,21.68,0,1013,1.03,43
1480428000,27.68,0,1012,1.54,37
1480435200,31.68,0,1012,4.63,22
1480442400,33.68,20,1011,6.7,21
1480449600,32.68,40,1011,8.23,20
1480456800,28.68,20,1012,8.23,28
1480500000,16.83,40,1013,2.1,94
1480507200,17.68,20,1014,2.1,77
1480514400,22.68,20,1015,4.63,57
1480521600,26.68,20,1015,6.2,37
1480528800,28.68,0,1014,7.2,35
1480536000,28.68,0,1014,6.2,37
1480543200,26.68,20,1014,6.7,45
1480586400,16.95,0,1014,4.12,88
1480593600,17.68,0,1015,2.1,82
1480600800,22.68,0,1015,1.54,57
1480608000,26.68,20,1015,4.12,42
1480615200,28.68,40,1015,7.72,37
1480622400,29.68,75,1014,6.7,25
1480629600,28.68,0,1013,5.7,28
1480672800,15.76,0,1014,1.03,82
1480680000,19.68,0,1016,1.03,68
1480687200,25.68,0,1016,2.6,44
1480694400,29.68,0,1016,5.7,35
1480701600,30.68,20,1015,7.72,35
1480708800,30.68,20,1015,9.3,29
1480716000,28.68,20,1015,7.2,32
1480759200,17.69,75,1015,1.03,100
1480766400,17.68,0,1016,1.03,82
1480773600,23.68,0,1016,2.1,50
1480780800,27.68,0,1015,5.7,39
1480788000,29.68,0,1015,6.7,31
1480795200,28.68,0,1015,6.7,28
1480802400,26.68,0,1015,7.72,37
1480845600,14.67,100,1016,3.1,94
1480852800,14.68,100,1019,4.12,94
1480860000,15.68,75,1019,2.1,67
1480867200,19.68,75,1019,2.1,56
1480874400,23.68,40,1017,6.7,44
1480881600,21.68,75,1017,9.3,43
1480888800,19.68,75,1015,7.2,46
1480932000,12.71,0,1017,4.12,72
1480939200,14.68,40,1018,2.6,77
1480946400,17.64,20,1018,2.1,59
1480953600,21.68,0,1018,4.12,43
1480960800,25.68,0,1017,3.6,28
1480968000,26.68,0,1015,5.14,23
1480975200,26.68,0,1015,6.2,21
1481018400,16.41,0,1014,1.54,62
1481025600,16.68,0,1015,1.03,55
1481032800,21.68,0,1015,2.1,35
1481040000,26.68,20,1015,3.6,28
1481047200,27.15,0,1013,5.14,25
1481054400,29.68,40,1014,7.72,22
1481061600,27.68,20,1014,8.23,23
1481104800,15.11,0,1015,2.1,71
1481112000,16.68,0,1016,1.03,55
1481119200,22.68,0,1015,1.54,38
1481126400,25.68,0,1015,7.2,32
1481133600,27.68,0,1015,7.72,30
1481140800,25.68,40,1014,7.72,34
1481148000,23.68,0,1014,6.7,36
1481191200,15.0,0,1012,1.03,82
1481198400,15.68,0,1014,2.1,77
1481205600,20.68,0,1014,2.06,49
1481212800,25.68,20,1013,5.14,36
1481220000,25.68,75,1013,6.7,39
1481227200,26.68,40,1012,8.23,32
1481234400,23.68,40,1012,8.23,47
1481277600,12.49,100,1018,2.1,100
1481284800,13.68,100,1020,2.06,88
1481292000,13.68,100,1020,2.1,88
1481299200,14.68,100,1020,1.03,82
1481306400,14.68,100,1021,2.57,88
1481313600,14.68,100,1025,1.54,82
1481320800,14.68,100,1021,1.54,82
1481364000,14.11,0,1020,1.03,100
1481371200,14.68,0,1021,1.03,88
1481378400,18.68,20,1021,2.06,59
1481385600,22.68,40,1021,3.1,41
1481392800,25.68,40,1020,3.6,30
1481400000,26.68,20,1020,4.12,30
1481407200,25.68,75,1019,5.7,24
1481450400,17.59,0,1018,2.1,82
1481457600,17.68,0,1019,2.1,63
1481464800,22.68,20,1018,1.54,43
1481472000,25.68,20,1017,4.63,34
1481479200,28.68,20,1016,4.63,28
1481486400,29.68,20,1016,5.7,29
1481493600,29.68,20,1015,6.2,25
1481536800,18.34,0,1015,1.03,82
1481544000,18.68,0,1017,2.1,73
1481551200,24.68,0,1016,1.54,41
1481558400,27.68,0,1016,5.14,32
1481565600,29.68,20,1015,7.2,29
1481572800,30.68,20,1014,7.72,22
1481580000,28.68,0,1014,7.2,25
1481623200,14.26,0,1015,2.1,72
1481630400,18.68,0,1017,1.54,64
1481637600,24.68,0,1017,2.57,38
1481644800,27.68,0,1015,2.1,34
1481652000,31.68,20,1014,2.6,26
1481659200,32.68,20,1013,7.2,20
1481666400,31.68,20,1013,4.63,18
1481709600,14.34,0,1012,1.03,59
1481716800,22.69,0,1013,2.6,38
1481724000,28.68,0,1014,1.54,25
1481731200,32.68,0,1013,3.1,20
1481738400,35.68,0,1012,6.2,13
1481745600,36.68,0,1012,8.23,13
1481752800,33.68,0,1012,8.8,15
1481796000,18.24,0,1012,1.54,67
1481803200,20.68,0,1015,1.54,53
1481810400,24.68,20,1015,2.6,38
1481817600,28.68,0,1014,6.2,30
1481824800,30.68,0,1014,6.7,29
1481832000,30.68,0,1013,6.7,33
1481839200,27.68,0,1014,5.7,39
1481882400,18.15,75,1017,3.6,94
1481889600,17.68,75,1018,2.6,88
1481896800,21.68,0,1017,4.63,64
1481904000,25.68,0,1017,7.72,50
1481911200,27.68,20,1016,7.2,37
1481918400,27.68,20,1015,6.7,37
1481925600,27.68,20,1015,7.72,37
1481968800,15.15,0,1016,2.1,82
1481976000,15.68,40,1017,1.54,88
1481983200,20.68,40,1017,3.1,64
1481990400,25.68,40,1016,5.14,47
1481997600,27.68,40,1015,6.7,39
1482004800,27.68,40,1015,7.2,34
1482012000,24.68,20,1016,8.23,50
1482055200,15.86,20,1017,0.51,94
1482062400,16.64,0,1017,1.54,87
1482069600,20.68,0,1016,1.54,60
1482076800,25.68,0,1015,6.2,41
1482084000,28.68,0,1015,6.7,30
1482091200,30.68,20,1014,6.2,21
1482098400,30.68,20,1012,6.2,21
1482141600,17.6,0,1011,2.1,77
1482148800,20.68,0,1012,1.03,56
1482156000,25.68,0,1012,1.54,39
1482163200,29.68,0,1013,4.63,29
1482170400,31.68,0,1012,7.2,24
1482177600,31.68,0,1012,9.8,21
1482184800,28.68,0,1013,8.8,20
1482228000,17.22,0,1014,1.54,54
1482235200,17.68,0,1016,1.03,45
1482242400,24.68,0,1015,2.06,27
1482249600,27.68,0,1015,5.14,23
1482256800,29.68,0,1015,8.23,25
1482264000,29.68,0,1015,8.23,25
1482271200,26.68,0,1015,8.8,24
1482314400,15.92,0,1014,1.54,82
1482321600,16.68,0,1015,1.03,72
1482328800,21.68,0,1015,2.06,46
1482336000,25.68,0,1015,4.63,34
1482343200,27.68,0,1015,6.2,30
1482350400,28.68,0,1013,7.2,23
1482357600,28.68,0,1013,7.2,27
1482400800,14.95,0,1014,2.6,55
1482408000,17.68,20,1016,2.6,63
1482415200,21.68,20,1016,2.06,46
1482422400,25.68,20,1016,3.1,39
1482429600,27.68,20,1015,6.2,34
1482436800,28.68,20,1015,7.2,28
1482444000,26.68,0,1014,8.23,28
1482487200,14.99,0,1015,1.03,55
1482494400,18.68,0,1017,1.54,52
1482501600,23.68,0,1017,4.12,33
1482508800,26.68,0,1017,5.14,30
1482516000,28.68,20,1015,5.14,28
1482523200,28.68,0,1015,7.2,25
1482530400,26.68,0,1015,7.72,28
1482573600,14.97,0,1014,1.03,62
1482580800,16.68,0,1015,1.54,63
1482588000,21.68,0,1015,2.57,35
1482595200,25.68,0,1015,3.1,30
1482602400,27.68,0,1013,5.14,28
1482609600,27.68,0,1012,6.7,28
1482616800,26.68,0,1011,6.2,30
1482660000,11.6,0,1014,2.6,76
1482667200,13.68,20,1015,2.1,77
1482674400,18.68,40,1015,2.1,56
1482681600,21.68,40,1015,4.12,46
1482688800,22.68,40,1015,7.2,43
1482696000,21.68,75,1015,8.23,38
1482703200,19.68,75,1016,7.72,52
1482746400,12.68,100,1016,3.6,94
1482753600,12.68,75,1017,6.2,88
1482760800,11.68,75,1019,4.12,94
1482768000,13.68,75,1019,4.12,82
1482775200,17.75,75,1018,2.1,46
1482782400,20.68,75,1019,2.6,40
1482789600,21.68,40,1017,3.6,23
1482832800,9.68,0,1015,2.1,93
1482840000,13.68,0,1015,2.1,72
1482847200,20.68,0,1015,1.54,37
1482854400,24.68,0,1015,1.54,25
1482861600,28.68,0,1013,2.6,15
1482868800,30.68,0,1012,4.12,14
1482876000,31.68,0,1011,7.2,14
1482919200,17.91,0,1011,0.51,67
1482926400,18.68,0,1013,0.0,59
1482933600,25.68,0,1014,1.54,34
1482940800,28.68,0,1014,4.63,27
1482948000,30.68,0,1012,6.2,25
1482955200,31.68,0,1012,8.23,27
1482962400,28.68,0,1012,7.72,32
1483005600,18.7,20,1012,3.6,94
1483012800,16.22,0,1014,3.6,81
1483020000,20.55,0,1013,4.12,64
1483027200,23.68,0,1015,7.2,50
1483034400,24.68,0,1015,8.23,47
1483041600,26.68,20,1015,5.7,42
1483048800,25.68,0,1014,7.2,44
1483092000,17.02,0,1014,3.1,88
1483099200,15.88,0,1015,2.6,83
1483106400,21.68,0,1015,1.54,64
1483113600,25.68,0,1015,5.14,44
1483120800,27.74,0,1012,7.2,40
1483128000,28.68,0,1014,6.2,35
1483135200,26.68,0,1013,6.2,39
1483178400,16.55,40,1016,2.1,88
1483185600,15.33,40,1017,2.1,83
1483192800,19.68,20,1017,2.1,68
1483200000,23.68,20,1017,5.7,50
1483207200,26.14,0,1014,5.14,45
1483214400,27.68,20,1016,6.7,32
1483221600,26.68,20,1016,7.2,32
1483264800,17.01,0,1016,0.0,82
1483272000,17.68,0,1018,1.03,72
1483279200,22.68,0,1018,2.1,50
1483286400,26.68,0,1018,4.12,37
1483293600,29.68,0,1017,4.63,25
1483300800,31.68,0,1016,6.2,22
1483308000,30.68,0,1015,7.72,24
1483351200,18.42,0,1014,1.03,59
1483358400,19.68,0,1016,1.03,64
1483365600,25.68,0,1016,1.54,41
1483372800,29.68,0,1016,4.12,31
1483380000,31.68,0,1016,5.7,24
1483387200,31.68,0,1015,8.8,21
1483394400,28.68,0,1015,9.8,23
1483437600,17.03,0,1015,0.51,58
1483444800,17.68,0,1016,2.1,63
1483452000,20.68,0,1016,3.1,49
1483459200,26.68,0,1016,4.12,32
1483466400,27.68,0,1015,4.63,32
1483473600,29.68,0,1014,6.7,19
1483480800,27.68,0,1014,7.72,26
1483524000,16.38,0,1013,1.54,67
1483531200,16.68,0,1014,1.54,72
1483538400,21.68,0,1013,2.06,49
1483545600,25.68,0,1013,3.6,36
1483552800,28.68,0,1012,6.2,28
1483560000,29.68,0,1012,6.7,23
1483567200,26.04,0,1008,3.04,35
1483610400,16.42,0,1010,1.54,55
1483617600,17.68,0,1012,1.54,59
1483624800,24.68,0,1012,1.54,24
1483632000,28.68,0,1012,3.6,27
1483639200,31.68,0,1012,6.7,24
1483646400,32.68,0,1012,7.2,18
1483653600,29.68,0,1012,8.8,23
1483696800,17.78,0,1013,1.03,58
1483704000,17.68,0,1015,1.54,55
1483711200,24.68,0,1015,1.54,36
1483718400,28.68,0,1016,3.1,25
1483725600,30.68,0,1015,5.7,25
1483732800,31.68,0,1014,6.7,27
1483740000,29.68,0,1014,7.2,31
1483783200,18.81,0,1015,1.03,59
1483790400,19.68,0,1017,1.03,60
1483797600,24.68,0,1017,2.1,41
1483804800,28.68,0,1017,5.14,35
1483812000,29.68,0,1016,5.14,33
1483819200,30.68,20,1015,6.2,31
1483826400,29.68,0,1014,7.2,31
1483869600,17.58,40,1014,1.03,59
1483876800,19.68,40,1016,1.54,64
1483884000,24.68,20,1016,1.54,41
1483891200,27.68,40,1016,4.12,34
1483898400,30.68,0,1015,5.7,31
1483905600,30.68,20,1014,6.7,31
1483912800,28.68,40,1014,7.72,32
1483956000,16.49,75,1016,3.1,68
1483963200,17.68,100,1018,3.1,77
1483970400,18.68,75,1019,2.1,77
1483977600,21.68,75,1019,2.1,56
1483984800,26.68,40,1017,2.57,37
1483992000,29.68,20,1015,2.6,23
1483999200,29.68,20,1013,7.72,25
1484042400,18.04,75,1013,1.03,68
1484049600,19.47,40,1014,1.03,64
1484056800,23.68,40,1015,1.54,57
1484064000,26.41,0,1014,3.6,37
1484071200,30.07,40,1012,5.7,30
1484078400,29.68,40,1014,7.2,33
1484085600,27.68,0,1014,8.23,34
1484128800,18.42,0,1015,1.03,63
1484136000,18.68,0,1016,0.51,73
1484143200,24.68,0,1016,2.1,47
1484150400,28.68,0,1016,5.7,35
1484157600,30.68,0,1014,5.14,31
1484164800,33.68,0,1012,6.2,26
1484172000,32.68,0,1012,6.7,28
1484215200,19.23,0,1012,1.03,55
1484222400,20.68,0,1014,1.54,60
1484229600,26.68,0,1015,2.06,37
1484236800,30.68,0,1015,4.63,27
1484244000,32.75,0,1011,6.2,20
1484251200,33.68,0,1013,5.14,24
1484258400,32.68,0,1013,7.2,26
1484301600,20.56,75,1014,1.54,59
1484308800,23.07,0,1014,1.03,57
1484316000,27.68,0,1015,1.54,45
1484323200,31.68,0,1015,6.2,33
1484330400,34.0,0,1011,6.7,21
1484337600,35.68,0,1013,7.72,22
1484344800,33.68,0,1012,7.72,26
1484388000,19.54,0,1010,1.03,46
1484395200,22.33,20,1011,1.03,45
1484402400,26.68,0,1013,3.6,32
1484409600,30.68,75,1012,5.14,29
1484416800,31.28,20,1009,6.2,23
1484424000,31.68,20,1012,8.8,21
1484431200,29.68,0,1012,7.72,20
1484474400,18.59,0,1012,1.03,55
1484481600,18.2,0,1013,0.0,47
1484488800,24.68,0,1014,1.03,34
1484496000,28.68,0,1014,4.63,25
1484503200,29.74,0,1012,5.14,20
1484510400,30.68,0,1013,7.2,24
1484517600,28.68,0,1013,6.7,27
1484560800,17.92,0,1014,1.03,67
1484568000,18.54,0,1015,1.03,56
1484575200,24.68,0,1016,1.54,36
1484582400,28.68,0,1017,4.12,30
1484589600,30.47,0,1014,6.7,26
1484596800,31.68,0,1016,8.23,27
1484604000,29.68,0,1016,7.72,31
1484647200,18.8,0,1014,1.54,67
1484654400,21.13,0,1014,1.03,56
1484661600,25.68,0,1015,1.54,47
1484668800,29.68,0,1014,5.7,35
1484676000,32.68,0,1013,5.7,26
1484683200,33.68,20,1013,6.2,23
1484690400,25.68,0,1012,5.7,32
1484733600,18.29,0,1012,1.54,59
1484740800,21.34,20,1013,1.54,50
1484748000,26.68,0,1013,1.54,37
1484755200,30.68,0,1014,2.6,29
1484762400,34.4,0,1010,5.14,20
1484769600,34.68,0,1013,8.23,23
1484776800,32.68,0,1013,9.3,23
1484820000,20.55,0,1014,1.03,42
1484827200,20.4,20,1015,1.03,47
1484834400,26.68,0,1016,2.1,34
1484841600,31.68,0,1015,2.6,26
1484848800,33.07,0,1012,6.7,19
1484856000,34.68,0,1015,6.2,23
1484863200,32.68,0,1014,6.7,21
1484906400,21.02,0,1013,1.54,49
1484913600,21.59,0,1014,1.54,49
1484920800,26.68,0,1015,2.1,42
