date,rhmin,rhmax,tmin,tmax,temp,wind,rs,rh,pressure,et0,ra,et0_pmfao56,et0_hs,et0_fao24,et0_hamon
2021-02-02,39.5,100.0,13.0,25.0,19.0,14.3,28.3,69.8,958.0,5.7,41.31470857137676,5.789686796967914,4.931938774366223,5.39803352755475,4.190912141415088
2021-02-03,18.1,90.2,12.2,31.5,21.8,10.4,31.3,54.2,958.0,7.8,41.17254642836024,7.679056221447441,6.72553142399904,6.719545432510552,4.9724021305491
2021-02-04,29.8,82.5,15.6,31.4,23.5,14.2,31.3,56.2,957.0,8.1,41.027198698319616,8.013978745225014,6.334432293833304,7.0818416123810435,5.507286468211534
2021-02-05,53.0,98.8,13.5,24.3,18.9,18.0,27.5,75.9,958.0,5.1,40.87868373397143,5.226008388463873,4.616444741254974,5.160702525037901,4.114126856715042
2021-02-06,63.0,95.7,13.5,21.4,17.4,15.6,21.3,79.4,958.0,3.8,40.72702111617817,3.88329221038745,3.7674366178297496,3.6169869168149527,3.7302233895610444
2021-02-07,42.7,84.1,15.6,25.3,20.4,11.7,21.1,63.4,959.0,5.1,40.57223169322009,5.101677418090058,4.526239414620743,4.135768821937497,4.48033483436754
2021-02-08,39.8,82.6,12.9,26.3,19.6,15.3,30.2,61.2,959.0,6.5,40.414337619291665,6.524374273385513,5.184233607315282,6.25169696019999,4.2434086345666335
2021-02-09,30.9,85.6,12.9,30.8,21.8,14.0,30.1,58.2,957.0,7.7,40.25336239209747,7.5598496970218045,6.332408196786669,6.52402900667846,4.847565536850273
2021-02-10,40.8,85.2,15.6,29.2,22.4,15.2,29.4,63.0,956.0,7.0,40.08933088942139,6.9326988696621274,5.583680816460892,6.3122794132305255,5.010462841661288
2021-02-11,65.0,97.0,14.8,21.7,18.2,17.4,22.0,81.0,959.0,3.8,39.92226940454459,3.91416888781155,3.532506416879217,3.817761321692469,3.8363565206077257
2021-02-12,50.8,82.9,17.8,26.4,22.1,12.3,20.7,66.8,958.0,5.0,39.75220568038767,5.035629109918494,4.368717754765392,4.105180328307004,4.8730120472124545
2021-02-13,55.6,92.6,15.2,24.6,19.9,13.6,21.1,74.1,959.0,4.4,39.57916894225448,4.512463628745809,4.287680107128486,3.8593907267792567,4.227441316698604
