date,tmean,tmin,tmax,hum,radsol,tmean_percent ,tmin_percent ,tmax_percent ,hum_percent ,radsol_percent  
17-01-2022,18.2,13.3,23,53.8,22.9,100,100,100,100,100
18-01-2022,19.3,12.3,26.3,37,32.6,100,100,100,100,100
19-01-2022,19.2,11.3,27,34.5,33.1,100,100,100,100,100
20-01-2022,20,11.8,28.2,35.5,32.6,100,100,100,100,100
21-01-2022,20.3,11.8,28.8,36.2,32.7,100,100,100,100,100
22-01-2022,19.6,10.9,28.2,44,33.4,100,100,100,100,100
23-01-2022,21.6,12.6,30.7,43.7,33.2,100,100,100,100,100
24-01-2022,23.8,15.8,31.7,35.4,33,100,100,100,100,100
25-01-2022,22.3,15.2,29.4,46.7,32.4,100,100,100,100,100
26-01-2022,20.4,12.6,28.3,59.2,32.5,100,100,100,100,100
27-01-2022,20,12.9,27.2,61.4,31.6,100,100,100,100,100
28-01-2022,19.6,12.4,26.8,66.4,31.3,100,100,100,100,100
29-01-2022,19.1,12.9,25.3,64,30.9,100,100,100,100,100
30-01-2022,20.8,13.7,28,57.3,30.9,100,100,100,100,100
31-01-2022,22.1,15,29.2,50.2,31,100,100,100,100,100
01-02-2022,21.2,15,27.5,46,29.2,100,100,100,100,100
02-02-2022,21.4,14.2,28.6,51.8,30.7,100,100,100,100,100
03-02-2022,20.4,14,26.7,58.4,27.6,100,100,100,100,100
04-02-2022,20.2,12.4,28,59.2,30.6,100,100,100,100,100
05-02-2022,22.1,14,30.2,54.2,30.4,100,100,100,100,100
06-02-2022,24.2,15.9,32.6,42.8,30.6,100,100,100,100,100
07-02-2022,22.4,14.7,30,48.8,30.5,100,100,100,100,100
08-02-2022,22.6,13.3,31.9,54.3,30.5,100,100,100,100,100
09-02-2022,21.8,14.2,29.5,51.2,29.9,100,100,100,100,100
10-02-2022,18.8,13.3,24.3,71.8,27.9,100,100,100,100,100
11-02-2022,21.8,15.5,28.1,55.6,28.9,100,100,100,100,100
12-02-2022,23.2,14.8,31.7,37.4,29.1,100,100,100,100,100
13-02-2022,21.2,14.8,27.7,51.2,28.2,100,100,100,100,100
14-02-2022,21.4,13.6,29.3,60.8,28.7,100,100,100,100,100
15-02-2022,19.6,12.9,26.4,67.6,28.1,100,100,100,100,100
16-02-2022,22.4,13.4,31.5,53.6,30,100,100,100,100,100
17-02-2022,23.3,14.4,32.3,45.8,29.6,100,100,100,100,100
18-02-2022,21.8,13.2,30.4,39.7,28.8,100,100,100,100,100
19-02-2022,20.4,11.5,29.2,39.8,29.1,100,100,100,100,100
20-02-2022,20.2,13.6,26.9,47.1,23.8,100,100,100,100,100
21-02-2022,19.4,12.4,26.5,55.1,25.9,100,100,100,100,100
22-02-2022,18.4,11.2,25.5,58,25.6,100,100,100,100,100
23-02-2022,18.4,12.6,24.1,52,27.1,100,100,100,100,100
24-02-2022,18.6,10.4,26.8,60.7,29.4,100,100,100,100,100
25-02-2022,20.6,11.6,29.6,46.2,28,100,100,100,100,100
26-02-2022,20.6,12.4,28.9,44.2,27.7,100,100,100,100,100
27-02-2022,20.6,13.6,27.5,46.8,27.6,100,100,100,100,100
28-02-2022,21.6,13.6,29.6,38.8,28,100,100,100,100,100
01-03-2022,21.5,11.8,31.1,34.8,27.6,100,100,100,100,100
02-03-2022,22.4,13.3,31.5,39,26.4,100,100,100,100,100
03-03-2022,22.1,14.5,29.7,52.2,26.1,100,100,100,100,100
04-03-2022,21.9,15,28.8,53.7,25.6,100,100,100,100,100
05-03-2022,21.9,14.9,28.9,43.6,22.8,100,100,100,100,100
06-03-2022,19,14.1,24,39.5,19,100,100,100,100,100
07-03-2022,19.5,9.2,29.8,39.9,26.6,100,100,100,100,100
08-03-2022,19.2,13.2,25.3,47,26,100,100,100,100,100
09-03-2022,19.3,10.6,28,47.4,25.8,100,100,100,100,100
10-03-2022,21,12.1,30,45.2,25.4,100,100,100,100,100
11-03-2022,21,12.8,29.2,41,25,100,100,100,100,100
12-03-2022,19.6,11.6,27.5,57.8,24.8,100,100,100,100,100
13-03-2022,21.4,11.2,31.7,50.8,24.7,100,100,100,100,100
14-03-2022,22,13.2,30.8,50.5,24.8,100,100,100,100,100
15-03-2022,21.1,13.3,28.9,57.6,23.4,100,100,100,100,100
16-03-2022,18.6,12.7,24.6,74.3,19.6,100,100,100,100,100
17-03-2022,17.5,13.4,21.6,71.4,14,100,100,100,100,100
18-03-2022,20.2,11.8,28.5,57.2,23.3,100,100,100,100,100
19-03-2022,22.2,15.1,29.3,38,15.6,100,100,100,100,100
20-03-2022,20.6,14,27.1,36.4,18.7,100,100,100,100,100
21-03-2022,16.4,8,24.7,47.6,23.7,100,100,100,100,100
22-03-2022,18.5,9.5,27.5,51,23.2,100,100,100,100,100
23-03-2022,15.1,9.2,21,61.8,23,100,100,100,100,100
24-03-2022,17.7,7.5,27.9,46.8,23.5,100,100,100,100,100
25-03-2022,19.8,9.3,30.2,36.3,22.9,100,100,100,100,100
26-03-2022,16.6,10.1,23.1,59.4,22.2,100,100,100,100,100
27-03-2022,17.9,8.1,27.7,55.4,18.2,100,100,100,100,100
28-03-2022,18.6,10.2,27,45.3,21.6,100,100,100,100,100
29-03-2022,17.7,10.4,25,48,22,100,100,100,100,100
30-03-2022,16.8,7.2,26.4,35.6,22.3,100,100,100,100,100
31-03-2022,17.9,7.8,28,28.4,22.2,100,100,100,100,100
01-04-2022,18.6,8.8,28.3,30.8,21.6,100,100,100,100,100
02-04-2022,17.5,9,26,42,20.4,100,100,100,100,100
03-04-2022,16.4,8,24.9,61.2,20.3,100,100,100,100,100
04-04-2022,18.7,9.1,28.3,47.6,20.4,100,100,100,100,100
05-04-2022,19.7,9.7,29.7,42,20.2,100,100,100,100,100
06-04-2022,19,9.3,28.7,43.2,20.4,100,100,100,100,100
07-04-2022,19.3,9.7,28.9,43.4,20,100,100,100,100,100
08-04-2022,19.4,10.6,28.1,45.8,19.5,100,100,100,100,100
09-04-2022,15.8,8.9,22.7,65.8,17.8,100,100,100,100,100
10-04-2022,14.4,8.1,20.8,61.8,19.2,100,100,100,100,100
11-04-2022,14.6,7.5,21.8,58.4,19.1,100,100,100,100,100
12-04-2022,16.2,11.2,21.3,45.4,14.7,100,100,100,100,100
13-04-2022,17.3,6.6,28,37.4,19.6,100,100,100,100,100
14-04-2022,15.5,7.2,23.8,56.6,18.6,100,100,100,100,100
15-04-2022,12.4,9.5,15.2,77.4,10.8,100,100,100,100,100
16-04-2022,13.9,4.5,23.3,64.6,16.8,100,100,100,100,100
17-04-2022,14.6,6,23.3,59.4,18.1,100,100,100,100,100
18-04-2022,14.2,5.7,22.8,58.9,15.9,96,96,96,96,96
19-04-2022,14.8,8.3,21.4,57.7,14.1,100,100,100,100,100
20-04-2022,14.8,6.9,22.8,59,16.9,100,100,100,100,100
21-04-2022,13.8,8.4,19.2,67.4,7.6,100,100,100,100,100
22-04-2022,16.6,11.4,21.8,60,12.6,100,100,100,100,100
23-04-2022,16,8,24,59,16.3,100,100,100,100,100
24-04-2022,14.3,8.3,20.3,64.1,16.2,100,100,100,100,100
25-04-2022,16.8,11,22.6,63.1,16.2,100,100,100,100,100
26-04-2022,15.1,10.6,19.6,67.6,8.5,100,100,100,100,100
27-04-2022,11.6,10,13.3,82.8,6.2,100,100,100,100,100
28-04-2022,12,4.8,19.2,74.6,14.3,100,100,100,100,100
29-04-2022,14.8,5.1,24.4,63.1,15.8,100,100,100,100,100
30-04-2022,14.4,6.8,22.1,60.4,15.9,100,100,100,100,100
01-05-2022,13.3,5.8,20.8,62.8,15.3,100,100,100,100,100
02-05-2022,13.8,6.2,21.5,59.8,15.5,100,100,100,100,100
03-05-2022,16.3,6,26.6,51,15.4,100,100,100,100,100
04-05-2022,16.6,7.4,25.8,55.5,14.6,100,100,100,100,100
05-05-2022,11.6,8.5,14.6,87,7.8,100,100,100,100,100
06-05-2022,15,6.6,23.5,64.1,13.1,100,100,100,100,100
07-05-2022,14,5.4,22.6,62,14.6,100,100,100,100,100
08-05-2022,10.8,9.4,12.2,83.8,2.1,96,96,96,96,96
09-05-2022,12.7,5.4,20,64.8,13.7,100,100,100,100,100
10-05-2022,14.8,6.4,23.2,60,14,100,100,100,100,100
11-05-2022,15.4,9.2,21.6,60.8,7,100,100,100,100,100
12-05-2022,13.9,10.6,17.2,65,5.9,100,100,100,100,100
13-05-2022,14,7,21,63.4,13.3,100,100,100,100,100
14-05-2022,12.6,6.1,19.2,65.3,7.1,100,100,100,100,100
15-05-2022,13.8,3.6,24,55.4,14.4,100,100,100,100,100
16-05-2022,11.6,4,19.2,62.1,13.6,100,100,100,100,100
17-05-2022,10.4,0.5,20.4,66.8,13.8,100,100,100,100,100
18-05-2022,10.2,1.1,19.3,67.8,12.8,100,100,100,100,100
19-05-2022,11.4,5.5,17.3,68.1,12.3,100,100,100,100,100
20-05-2022,14.4,9.8,19,67.6,10.6,100,100,100,100,100
21-05-2022,12.2,4.5,19.9,68.6,11.9,100,100,100,100,100
22-05-2022,12.2,8.6,15.9,65.3,5.2,100,100,100,100,100
23-05-2022,14.6,10.6,18.6,53.3,5.4,100,100,100,100,100
24-05-2022,14.2,9.3,19.1,63,7.2,100,100,100,100,100
25-05-2022,13.4,6.6,20.1,67.9,11.9,100,100,100,100,100
26-05-2022,9.6,3.4,15.9,81.7,8.6,100,100,100,100,100
27-05-2022,8,3.4,12.6,84,3.7,100,100,100,100,100
28-05-2022,8.7,5.6,11.8,77.2,2.7,100,100,100,100,100
29-05-2022,7.2,-0.4,14.9,67.2,11.2,100,100,100,100,100
30-05-2022,6.8,-2.1,15.6,58.9,12.1,100,100,100,100,100
31-05-2022,5.6,-2.5,13.8,55.3,12,100,100,100,100,100
01-06-2022,5.1,-1.9,12.1,62.9,11.6,100,100,100,100,100
02-06-2022,8.6,4.8,12.3,78.4,8,100,100,100,100,100
03-06-2022,10.4,7.2,13.7,72.9,0.8,100,100,100,100,100
04-06-2022,11.3,7.8,14.8,80,4.1,100,100,100,100,100
