,temp,clouds,pressure,wind,humidity
1514750400,24.1,36,1015,1.47,55
1514757600,21.8,20,1014,2.57,63
1514800800,16.5,7,1016,0.86,76
1514808000,17.57,1,1017,0.0,59
1514815200,22.18,2,1016,1.93,53
1514822400,24.66,5,1016,2.79,50
1514829600,27.67,1,1014,2.6,37
1514836800,26.38,34,1015,2.8,43
1514844000,23.44,31,1015,3.4,51
1514887200,17.68,62,1017,0.27,66
1514894400,17.97,40,1019,0.5,59
1514901600,22.91,48,1017,1.46,43
1514908800,25.06,14,1016,2.0,40
1514916000,28.47,40,1015,2.6,31
1514923200,28.17,17,1015,2.7,35
1514930400,24.51,3,1015,2.67,40
1514973600,19.0,3,1015,0.61,52
1514980800,19.87,1,1016,0.0,40
1514988000,24.35,0,1014,1.7,37
1514995200,28.25,0,1014,2.61,33
1515002400,30.37,1,1012,3.1,25
1515009600,29.46,0,1013,2.27,34
1515016800,27.46,0,1011,3.46,44
1515060000,17.57,1,1014,0.73,77
1515067200,18.27,1,1015,0.5,67
1515074400,23.35,0,1014,2.13,49
1515081600,26.39,0,1013,2.66,51
1515088800,29.97,1,1011,3.1,24
1515096000,28.45,0,1012,3.49,44
1515103200,25.28,5,1012,4.53,55
1515146400,16.13,95,1016,1.03,90
1515153600,17.37,40,1017,1.5,77
1515160800,21.75,70,1016,1.78,62
1515168000,25.06,45,1016,2.41,56
1515175200,27.77,40,1014,2.6,34
1515182400,27.41,56,1015,2.41,44
1515189600,26.2,3,1014,2.71,50
1515232800,17.51,0,1015,0.97,62
1515240000,19.07,1,1015,0.0,46
1515247200,24.67,0,1013,1.85,45
1515254400,27.3,0,1012,2.41,38
1515261600,31.37,1,1010,2.1,25
1515268800,32.4,0,1010,2.83,25
1515276000,30.58,0,1009,3.05,29
1515319200,20.06,0,1012,1.42,42
1515326400,21.37,1,1013,0.0,44
1515333600,24.73,0,1014,2.08,42
1515340800,26.85,0,1013,2.69,41
1515348000,28.37,1,1011,3.6,32
1515355200,28.52,0,1011,3.6,42
1515362400,25.6,0,1010,3.22,55
1515405600,15.78,87,1015,1.29,86
1515412800,17.57,1,1016,1.0,68
1515420000,21.73,93,1016,1.7,64
1515427200,24.92,87,1015,2.12,58
1515434400,28.27,1,1012,2.6,41
1515441600,27.43,86,1012,3.51,51
1515448800,24.35,99,1011,3.06,60
1515492000,15.29,6,1014,1.06,84
1515499200,16.37,1,1015,0.0,73
1515506400,22.23,0,1014,1.8,62
1515513600,25.73,1,1013,2.84,55
1515520800,28.67,1,1011,3.1,38
1515528000,28.59,1,1011,3.84,49
1515535200,26.96,9,1011,3.77,58
1515578400,18.85,0,1012,0.92,73
1515585600,19.97,1,1012,0.0,62
1515592800,23.77,0,1012,2.03,60
1515600000,26.43,0,1012,2.4,56
1515607200,30.17,1,1011,3.1,38
1515614400,27.79,2,1013,3.75,54
1515621600,25.86,4,1012,3.87,62
1515664800,17.87,27,1014,0.71,81
1515672000,17.57,1,1016,1.0,76
1515679200,22.7,14,1015,1.78,65
1515686400,25.7,12,1014,2.6,60
1515693600,28.57,1,1012,1.5,43
1515700800,27.67,2,1012,3.75,54
1515708000,25.01,2,1012,3.6,65
1515751200,16.91,28,1014,1.06,80
1515758400,17.47,11,1015,0.0,72
1515765600,21.49,30,1014,1.84,66
1515772800,24.56,87,1013,2.72,60
1515780000,26.07,40,1012,2.6,48
1515787200,25.38,100,1012,3.87,58
1515794400,23.3,91,1011,4.04,65
1515837600,16.3,99,1012,0.08,79
1515844800,16.77,75,1014,0.0,73
1515852000,20.71,100,1014,1.85,65
1515859200,23.26,100,1013,2.14,61
1515866400,24.77,90,1012,2.1,51
1515873600,25.25,100,1012,2.9,56
1515880800,22.9,100,1012,2.85,68
1515924000,17.09,29,1013,0.72,82
1515931200,17.37,40,1013,0.5,76
1515938400,21.64,92,1013,1.54,63
1515945600,23.74,88,1013,2.78,58
1515952800,25.37,40,1011,3.1,50
1515960000,24.46,38,1012,2.56,58
1515967200,22.42,41,1013,2.68,70
1516010400,16.37,100,1015,1.23,90
1516017600,15.17,90,1017,1.5,89
1516024800,19.04,87,1017,1.89,74
1516032000,21.92,65,1017,2.33,65
1516039200,23.37,40,1016,1.5,52
1516046400,25.64,48,1015,2.56,44
1516053600,23.27,62,1015,2.72,61
1516096800,14.74,45,1017,0.33,81
1516104000,13.57,20,1019,0.0,77
1516111200,20.54,13,1017,1.84,60
1516118400,23.13,0,1016,2.35,54
1516125600,26.67,1,1015,2.6,38
1516132800,26.68,5,1015,2.61,44
1516140000,24.88,8,1014,3.27,53
1516183200,16.21,0,1015,0.46,76
1516190400,16.67,1,1017,0.5,70
1516197600,22.25,0,1015,1.81,58
1516204800,25.84,0,1015,2.08,45
1516212000,29.17,1,1012,2.6,28
1516219200,30.06,5,1013,2.9,32
1516226400,27.86,8,1012,3.17,44
1516269600,18.27,0,1014,1.02,59
1516276800,18.67,1,1015,0.0,54
1516284000,24.85,0,1014,1.43,44
1516291200,29.15,0,1013,2.44,36
1516298400,30.77,1,1010,2.1,22
1516305600,30.98,0,1011,3.56,32
1516312800,26.7,17,1010,2.91,48
1516356000,19.6,8,1010,1.25,62
1516363200,19.17,1,1011,0.0,49
1516370400,24.38,22,1011,2.2,52
1516377600,27.25,63,1011,2.37,47
1516384800,28.67,1,1009,3.6,33
1516392000,28.7,63,1010,2.4,45
1516399200,25.75,94,1010,2.46,57
1516442400,17.01,87,1011,0.29,86
1516449600,15.07,1,1012,1.5,86
1516456800,20.79,45,1011,2.19,71
1516464000,22.82,39,1012,1.8,67
1516471200,25.47,1,1010,3.1,50
1516478400,25.8,63,1011,1.75,55
1516485600,24.32,39,1009,2.29,65
1516528800,16.64,94,1011,1.41,88
1516536000,16.47,90,1013,0.0,80
1516543200,20.55,73,1012,1.93,70
1516550400,23.06,91,1012,2.04,63
1516557600,22.27,1,1012,4.1,59
1516564800,24.65,19,1010,2.3,57
1516572000,22.96,61,1010,1.55,66
1516615200,16.37,23,1009,1.47,79
1516622400,16.57,1,1011,0.5,81
1516629600,22.41,25,1010,1.31,57
1516636800,25.39,41,1009,1.86,51
1516644000,25.17,40,1009,3.1,48
1516651200,27.79,85,1009,2.1,50
1516658400,25.1,73,1008,3.02,59
1516701600,16.6,91,1011,0.58,88
1516708800,14.97,40,1015,1.5,89
1516716000,21.18,16,1012,1.47,65
1516723200,23.76,0,1012,2.04,57
1516730400,25.97,1,1010,3.1,49
1516737600,28.05,13,1010,2.25,44
1516744800,26.44,0,1009,2.78,53
1516788000,17.15,0,1011,1.41,74
1516795200,17.07,1,1012,0.0,73
1516802400,23.34,0,1011,1.47,54
1516809600,26.03,0,1011,2.36,49
1516816800,29.67,1,1009,3.6,31
1516824000,28.68,6,1010,3.19,42
1516831200,26.17,1,1010,3.6,52
1516874400,16.99,1,1013,0.83,74
1516881600,15.27,1,1014,1.0,79
1516888800,21.74,0,1013,1.84,56
1516896000,24.86,0,1013,2.71,50
1516903200,27.47,1,1010,3.1,40
1516910400,29.18,0,1011,2.86,42
1516917600,25.39,3,1009,3.35,54
1516960800,14.07,63,1013,0.94,80
1516968000,13.37,1,1015,1.0,74
1516975200,20.49,19,1013,1.75,60
1516982400,24.22,1,1013,2.77,53
1516989600,26.87,1,1011,3.1,38
1516996800,26.98,0,1011,2.98,45
1517004000,25.21,0,1011,3.34,52
1517047200,15.99,0,1012,1.0,69
1517054400,15.87,1,1014,0.0,64
1517061600,22.06,0,1012,1.99,53
1517068800,25.5,0,1012,2.51,46
1517076000,28.87,1,1010,2.1,30
1517083200,30.46,0,1009,2.91,33
1517090400,29.06,0,1008,2.83,33
1517133600,18.62,0,1009,1.35,50
1517140800,19.77,1,1009,0.0,43
1517148000,24.94,0,1008,1.34,42
1517155200,28.5,0,1007,2.4,33
1517162400,32.27,1,1004,2.1,18
1517169600,32.71,0,1005,3.08,25
1517176800,30.39,0,1004,3.22,32
1517220000,19.58,0,1006,1.3,49
1517227200,19.17,1,1007,0.0,48
1517234400,23.59,0,1008,1.69,47
1517241600,26.3,0,1007,2.58,44
1517248800,29.27,1,1006,3.1,24
1517256000,28.14,0,1007,3.75,42
1517263200,24.85,0,1006,3.95,49
1517306400,14.33,9,1012,0.82,75
1517313600,13.07,1,1014,0.5,74
1517320800,19.82,1,1012,1.71,60
1517328000,23.66,0,1011,3.08,51
1517335200,27.77,1,1009,3.1,35
1517342400,28.04,0,1009,3.57,41
1517349600,25.67,27,1008,4.03,51
1517392800,17.25,0,1010,1.08,69
1517400000,20.07,1,1011,0.0,51
1517407200,23.36,0,1010,2.04,54
1517414400,26.17,0,1009,2.66,49
1517421600,31.27,1,1006,2.6,28
1517428800,30.03,0,1008,3.21,41
1517436000,28.07,0,1007,3.47,46
1517479200,18.91,0,1010,0.95,60
1517486400,19.17,1,1011,0.5,47
1517493600,24.63,0,1010,1.65,51
1517500800,27.31,0,1010,2.59,47
1517508000,31.37,1,1007,2.1,28
1517515200,29.85,0,1008,3.72,43
1517522400,27.51,0,1006,3.79,52
1517565600,17.12,2,1011,0.73,83
1517572800,15.77,1,1013,1.0,79
1517580000,21.47,0,1012,1.7,66
1517587200,24.75,1,1011,2.67,60
1517594400,27.37,1,1009,1.0,43
1517601600,28.0,0,1008,3.66,52
1517608800,25.65,0,1008,3.44,62
1517652000,15.73,54,1012,1.57,86
1517659200,14.37,40,1015,1.0,89
1517666400,20.88,28,1013,1.85,68
1517673600,23.99,12,1012,2.8,63
1517680800,27.57,1,1010,2.6,45
1517688000,28.24,18,1010,3.33,53
1517695200,25.72,0,1010,3.28,64
1517738400,16.9,15,1014,0.64,80
1517745600,17.47,1,1015,0.0,76
1517752800,22.21,30,1014,2.03,65
1517760000,24.86,44,1013,2.45,63
1517767200,29.67,20,1010,2.1,42
1517774400,28.93,65,1010,3.84,51
1517781600,25.78,23,1010,3.97,64
1517824800,16.38,32,1014,1.39,88
1517832000,15.87,20,1016,1.0,85
1517839200,22.16,32,1014,2.2,66
1517846400,25.84,51,1013,2.5,61
1517853600,27.87,40,1011,3.6,44
1517860800,26.42,25,1011,3.22,62
1517868000,24.07,54,1010,3.8,67
1517911200,16.54,91,1013,1.3,88
1517918400,15.37,20,1016,1.5,88
1517925600,20.83,48,1014,2.2,70
1517932800,24.58,18,1013,2.94,65
1517940000,25.87,1,1012,2.6,50
1517947200,27.37,12,1011,4.14,54
1517954400,25.09,14,1010,3.7,65
1517997600,17.4,1,1014,1.1,77
1518004800,17.67,1,1014,0.5,73
1518012000,22.23,1,1014,2.1,63
1518019200,24.58,0,1014,2.74,59
1518026400,28.17,1,1012,5.1,44
1518033600,27.13,1,1012,3.79,55
1518040800,24.17,0,1011,3.64,66
1518084000,16.92,1,1012,1.02,80
1518091200,17.57,1,1013,0.0,74
1518098400,21.64,3,1013,1.86,64
1518105600,24.4,2,1013,2.97,57
1518112800,28.27,1,1011,2.1,37
1518120000,26.69,20,1012,3.48,51
1518127200,24.86,3,1011,3.54,59
1518170400,16.73,28,1013,0.32,73
1518177600,18.17,8,1014,0.0,62
1518184800,22.79,1,1014,1.57,55
1518192000,25.8,0,1013,2.32,46
1518199200,28.77,1,1012,3.1,26
1518206400,29.19,2,1012,2.4,33
1518213600,26.98,0,1011,2.51,36
1518256800,17.02,0,1013,0.92,48
1518264000,15.27,1,1014,0.0,49
1518271200,22.94,26,1012,1.4,40
1518278400,26.46,20,1012,2.72,30
1518285600,29.57,24,1011,2.1,14
1518292800,28.05,70,1012,3.16,21
1518300000,25.92,71,1012,2.69,29
1518343200,13.77,0,1014,1.29,57
1518350400,16.57,1,1016,0.0,47
1518357600,23.15,0,1014,1.53,37
1518364800,25.64,0,1014,2.37,31
1518372000,29.97,1,1012,2.1,17
1518379200,30.13,0,1013,3.15,26
1518386400,27.8,0,1012,3.16,33
1518429600,14.2,0,1011,2.0,53
1518436800,15.87,1,1013,0.0,50
1518444000,24.99,0,1009,1.04,30
1518451200,28.35,0,1009,2.28,23
1518458400,32.57,1,1007,2.1,12
1518465600,31.58,0,1008,3.2,25
1518472800,28.31,0,1007,3.09,39
1518516000,16.91,0,1011,1.5,53
1518523200,19.67,1,1013,0.5,48
1518530400,24.86,0,1012,1.57,44
1518537600,27.45,0,1013,2.67,42
1518544800,29.97,1,1011,3.6,26
1518552000,28.87,0,1011,3.8,41
1518559200,25.5,0,1010,3.31,57
1518602400,16.93,34,1014,0.81,78
1518609600,16.17,21,1016,0.0,75
1518616800,21.01,16,1014,1.22,67
1518624000,24.21,8,1013,1.97,60
1518631200,27.17,1,1011,2.6,42
1518638400,28.28,1,1010,3.45,47
1518645600,26.49,1,1010,2.91,57
1518688800,16.66,2,1013,0.36,81
1518696000,15.57,1,1015,0.5,77
1518703200,21.7,1,1014,1.61,64
1518710400,24.93,0,1013,2.6,58
1518717600,28.97,1,1011,4.1,40
1518724800,27.35,1,1012,3.61,52
1518732000,25.22,3,1012,3.56,60
1518775200,17.55,0,1015,1.07,78
1518782400,16.57,1,1016,0.5,76
1518789600,22.42,0,1016,1.92,64
1518796800,26.67,33,1015,2.38,58
1518804000,30.57,1,1013,2.6,35
1518811200,29.26,0,1013,3.8,51
1518818400,25.33,0,1014,4.13,58
1518861600,17.65,0,1013,0.6,81
1518868800,17.67,1,1014,0.0,71
1518876000,21.94,0,1013,1.79,64
1518883200,25.21,0,1012,2.58,55
1518890400,30.17,1,1010,2.6,31
1518897600,27.7,17,1010,3.58,49
1518904800,26.13,34,1010,3.98,59
1518948000,16.58,2,1012,1.12,81
1518955200,16.52,2,1013,0.23,83
1518962400,22.14,4,1012,1.84,66
1518969600,24.89,0,1011,2.44,60
1518976800,27.67,1,1009,2.6,33
1518984000,27.95,14,1010,2.47,49
1518991200,24.83,0,1010,3.65,60
1519034400,15.97,75,1012,0.65,91
1519041600,15.37,90,1014,1.0,93
1519048800,21.53,20,1012,1.31,70
1519056000,24.33,1,1011,1.88,58
1519063200,26.77,1,1009,4.1,46
1519070400,27.08,38,1010,3.23,53
1519077600,24.51,5,1010,2.28,59
1519120800,16.64,74,1015,0.39,78
1519128000,15.87,40,1017,0.0,71
1519135200,22.07,43,1016,1.81,57
1519142400,24.46,13,1016,1.8,53
1519149600,28.27,1,1013,2.6,34
1519156800,28.33,33,1014,1.6,41
1519164000,26.06,42,1013,2.32,48
1519207200,17.25,0,1015,0.48,65
1519214400,17.27,1,1016,0.0,78
1519221600,23.22,0,1016,1.38,50
1519228800,26.8,0,1016,2.52,46
1519236000,30.07,1,1013,4.6,33
1519243200,30.37,13,1013,3.22,40
1519250400,26.85,14,1013,3.45,57
1519293600,17.61,91,1014,0.73,68
1519300800,18.37,20,1016,0.5,59
1519308000,22.96,12,1015,1.37,54
1519315200,26.0,0,1014,2.43,47
1519322400,30.57,1,1011,2.6,28
1519329600,28.56,0,1012,3.28,42
1519336800,25.41,5,1012,3.52,50
1519380000,16.79,1,1013,1.39,74
1519387200,16.67,40,1015,0.0,72
1519394400,22.07,33,1014,1.44,57
1519401600,25.1,24,1013,2.23,51
1519408800,27.47,40,1012,2.6,38
1519416000,25.75,6,1012,2.17,40
1519423200,24.14,26,1013,2.03,50
1519466400,16.01,0,1015,0.33,73
1519473600,16.67,1,1016,0.5,78
1519480800,21.15,1,1016,1.55,56
1519488000,23.91,1,1016,2.06,52
1519495200,28.27,46,1014,3.1,37
1519502400,26.86,27,1015,1.54,38
1519509600,25.14,7,1014,2.74,48
1519552800,15.43,0,1015,0.3,72
1519560000,15.17,1,1017,0.0,72
1519567200,21.09,0,1016,1.57,56
1519574400,24.84,0,1015,2.26,48
1519581600,28.17,1,1013,3.6,34
1519588800,27.92,0,1013,3.0,39
1519596000,25.34,0,1013,3.63,54
1519639200,16.35,1,1014,0.8,75
1519646400,15.07,1,1016,0.0,78
1519653600,21.69,0,1015,1.5,58
1519660800,24.83,0,1015,2.43,53
1519668000,28.37,1,1012,2.1,35
1519675200,27.46,16,1013,3.26,46
1519682400,23.76,21,1013,3.23,61
1519725600,14.8,96,1016,1.4,91
1519732800,12.67,90,1018,0.0,94
1519740000,18.42,36,1016,1.33,74
1519747200,21.79,7,1015,2.22,63
1519754400,22.47,20,1014,2.6,55
1519761600,25.03,26,1013,3.09,52
1519768800,22.16,44,1014,2.12,66
1519812000,14.63,68,1015,0.92,86
1519819200,12.77,1,1017,0.5,89
1519826400,19.41,30,1016,1.73,64
1519833600,22.15,9,1016,2.26,61
1519840800,25.07,1,1014,2.6,47
1519848000,26.33,17,1014,2.48,47
1519855200,24.09,5,1013,3.42,61
1519898400,16.35,0,1014,1.01,78
1519905600,14.17,1,1016,0.0,91
1519912800,21.47,0,1015,1.27,57
1519920000,24.66,0,1015,2.18,51
1519927200,28.77,1,1013,4.1,38
1519934400,28.75,26,1013,2.76,41
1519941600,25.94,21,1013,2.66,56
1519984800,15.55,11,1014,1.07,83
1519992000,15.17,1,1016,0.0,85
1519999200,21.71,0,1015,1.29,62
1520006400,24.98,5,1014,1.88,57
1520013600,28.77,1,1012,2.6,36
1520020800,28.21,54,1012,2.17,48
1520028000,25.48,11,1012,3.25,64
1520071200,15.51,17,1013,0.97,86
1520078400,14.17,1,1015,0.0,87
1520085600,20.01,1,1014,1.86,70
1520092800,22.9,0,1014,2.38,64
1520100000,26.87,1,1012,2.6,44
1520107200,26.6,1,1012,3.01,51
1520114400,23.43,1,1012,3.16,65
1520157600,14.23,0,1013,0.46,84
1520164800,13.07,1,1016,0.0,83
1520172000,19.71,0,1014,1.79,67
1520179200,22.91,0,1013,2.77,57
1520186400,26.37,1,1012,0.0,41
1520193600,27.65,0,1012,2.73,46
1520200800,26.2,0,1011,2.72,52
1520244000,15.04,0,1012,1.83,71
1520251200,14.67,1,1013,0.0,76
1520258400,23.17,0,1012,1.44,51
1520265600,25.71,0,1011,2.05,46
1520272800,30.67,1,1009,2.6,25
1520280000,29.35,0,1009,3.08,37
1520287200,26.51,0,1008,2.59,50
1520330400,17.11,0,1010,1.08,60
1520337600,14.47,1,1011,0.0,71
1520344800,22.35,0,1011,0.97,49
1520352000,25.19,3,1010,1.51,43
1520359200,29.57,1,1008,2.6,25
1520366400,27.62,19,1009,3.14,40
1520373600,23.81,28,1009,3.15,59
1520416800,14.47,68,1012,1.28,90
1520424000,11.87,90,1015,1.0,96
1520431200,17.93,26,1013,1.58,78
1520438400,21.35,51,1013,2.04,69
1520445600,24.27,1,1011,3.1,47
1520452800,24.94,61,1012,2.66,55
1520460000,22.52,53,1012,2.18,73
1520503200,16.27,18,1013,0.56,82
1520510400,11.57,1,1015,0.0,93
1520517600,20.19,4,1015,1.5,67
1520524800,23.01,1,1015,2.03,60
1520532000,24.77,20,1013,3.1,48
1520539200,25.57,13,1013,2.93,54
1520546400,23.4,5,1013,2.57,64
1520589600,14.87,11,1014,0.92,82
1520596800,13.97,1,1015,0.0,83
1520604000,21.47,1,1013,1.52,62
1520611200,24.55,0,1013,2.1,56
1520618400,26.77,1,1011,2.6,37
1520625600,26.37,0,1011,3.21,51
1520632800,22.33,0,1011,3.57,66
1520676000,12.96,93,1016,0.47,88
1520683200,14.57,75,1017,0.0,78
1520690400,18.46,21,1015,1.87,68
1520697600,21.29,11,1015,2.32,62
1520704800,23.07,1,1014,2.6,41
1520712000,25.34,6,1013,3.04,47
1520719200,23.25,5,1013,2.9,56
1520762400,15.28,0,1014,1.17,71
1520769600,11.87,1,1016,0.0,75
1520776800,22.05,0,1012,1.51,50
1520784000,25.36,0,1011,2.87,42
1520791200,28.07,0,1010,2.6,23
1520798400,28.55,0,1010,3.03,31
1520805600,25.45,0,1010,2.35,40
1520848800,15.12,71,1011,0.4,55
1520856000,11.57,20,1013,0.0,68
1520863200,21.08,75,1012,2.03,46
1520870400,23.72,39,1012,2.82,47
1520877600,27.07,20,1011,2.1,25
1520884800,27.02,0,1010,3.18,34
1520892000,24.04,0,1010,2.53,46
1520935200,14.0,0,1012,1.04,58
1520942400,11.57,1,1014,0.0,79
1520949600,21.23,0,1012,1.84,42
1520956800,23.61,0,1012,2.64,41
1520964000,27.57,1,1010,4.1,22
1520971200,26.51,0,1011,3.29,36
1520978400,22.65,0,1011,2.72,44
1521021600,12.49,0,1014,1.35,61
1521028800,11.17,1,1017,0.0,59
1521036000,17.86,0,1016,1.66,51
1521043200,20.97,0,1016,2.25,42
1521050400,25.27,1,1015,2.1,22
1521057600,24.3,0,1016,3.2,33
1521064800,21.87,0,1015,1.77,43
1521108000,10.96,0,1013,1.43,51
1521115200,9.87,1,1015,0.0,72
1521122400,21.52,0,1011,0.88,31
1521129600,25.16,0,1011,2.13,32
1521136800,28.87,1,1010,2.6,20
1521144000,27.71,0,1011,3.01,33
1521151200,23.67,0,1011,2.17,47
1521194400,13.14,0,1013,1.45,63
1521201600,12.67,1,1015,1.0,52
1521208800,18.09,0,1015,1.03,52
1521216000,21.65,0,1014,1.91,45
1521223200,25.87,1,1012,2.1,22
1521230400,25.69,0,1012,3.22,36
1521237600,22.05,0,1012,3.29,52
1521280800,12.18,0,1015,0.79,71
1521288000,11.37,0,1017,0.0,74
1521295200,17.48,0,1016,0.94,57
1521302400,20.23,0,1015,2.46,44
1521309600,24.57,1,1014,2.6,26
1521316800,21.88,6,1015,3.5,46
1521324000,17.95,12,1016,2.94,73
1521367200,12.3,64,1019,1.21,87
1521374400,10.47,20,1020,0.0,97
1521381600,17.97,4,1017,2.32,61
1521388800,21.67,1,1015,2.75,54
1521396000,21.97,1,1014,1.5,41
1521403200,25.25,0,1012,2.54,41
1521410400,22.16,0,1012,2.07,58
1521453600,13.13,0,1012,0.59,69
1521460800,10.27,1,1014,0.0,88
1521468000,19.43,0,1013,1.61,53
1521475200,21.61,0,1013,2.27,51
1521482400,24.87,1,1012,2.6,34
1521489600,24.89,0,1012,3.67,45
1521496800,20.87,0,1012,2.41,59
1521540000,12.95,0,1013,1.01,70
1521547200,10.37,1,1016,0.0,75
1521554400,19.24,0,1013,1.38,54
1521561600,22.46,0,1012,1.66,49
1521568800,27.27,1,1010,2.1,29
1521576000,26.46,0,1010,2.45,39
1521583200,23.56,0,1010,2.06,57
1521626400,12.62,0,1011,0.82,75
1521633600,12.07,1,1013,0.0,78
1521640800,19.57,0,1012,1.08,57
1521648000,23.28,0,1011,2.48,51
1521655200,27.17,1,1009,3.6,31
1521662400,24.86,0,1010,4.04,49
1521669600,19.9,0,1011,3.02,66
1521712800,12.03,1,1014,0.69,78
1521720000,9.77,1,1018,0.0,78
1521727200,18.63,2,1016,0.95,59
1521734400,21.85,0,1014,1.9,49
1521741600,24.17,1,1013,2.1,33
1521748800,25.36,0,1011,2.01,38
1521756000,22.05,0,1011,2.16,54
1521799200,12.53,2,1016,0.51,83
1521806400,10.57,20,1018,0.0,96
1521813600,19.44,3,1015,1.16,59
1521820800,22.76,0,1015,2.35,53
1521828000,24.97,1,1014,2.1,33
1521835200,25.26,53,1015,2.53,38
1521842400,22.09,10,1015,1.91,56
1521885600,14.35,0,1017,0.74,69
1521892800,11.87,0,1020,0.0,88
1521900000,20.22,0,1018,1.79,54
1521907200,23.07,0,1018,2.17,45
1521914400,25.77,1,1017,2.1,33
1521921600,26.98,0,1016,2.32,29
1521928800,23.71,0,1015,2.11,46
