,temp,clouds,pressure,wind,humidity
1460203200,7.07,1,1018,0.0,89
1460210400,16.04,0,1017,1.48,63
1460217600,18.39,1,1016,2.34,57
1460224800,20.87,1,1015,0.0,48
1460232000,21.44,27,1015,3.45,54
1460239200,17.34,42,1017,2.11,68
1460282400,8.17,66,1016,1.46,77
1460289600,8.07,40,1018,0.0,91
1460296800,16.44,97,1015,1.24,57
1460304000,19.21,99,1014,2.06,52
1460311200,21.97,40,1012,0.0,37
1460318400,23.43,99,1011,2.19,40
1460325600,19.37,99,1011,1.57,52
1460368800,13.83,80,1011,1.24,44
1460376000,11.07,20,1013,0.0,74
1460383200,20.52,56,1013,0.82,36
1460390400,22.82,93,1013,2.08,36
1460397600,24.37,40,1012,1.0,28
1460404800,23.22,100,1013,3.2,46
1460412000,18.03,100,1013,1.72,72
1460455200,14.46,96,1017,0.81,82
1460462400,13.17,90,1019,0.0,82
1460469600,16.3,39,1019,2.14,77
1460476800,17.31,81,1019,1.7,73
1460484000,15.37,90,1020,1.0,70
1460491200,17.99,36,1018,2.26,68
1460498400,16.56,29,1018,1.92,74
1460541600,12.66,77,1018,0.54,82
1460548800,10.27,75,1020,0.0,91
1460556000,14.22,100,1019,0.72,77
1460563200,13.6,86,1019,2.54,84
1460570400,14.57,75,1020,1.5,72
1460577600,17.87,85,1017,0.81,58
1460584800,15.3,84,1016,1.9,75
1460628000,16.45,94,1013,0.75,50
1460635200,15.36,94,1014,1.03,59
1460642400,16.92,99,1014,1.16,67
1460649600,17.0,96,1013,1.4,70
1460656800,16.15,100,1012,1.28,78
1460664000,15.83,99,1012,0.72,83
1460671200,15.01,100,1012,1.22,85
1460714400,14.74,99,1011,1.1,89
1460721600,16.11,100,1012,0.85,85
1460728800,15.98,96,1011,0.87,86
1460736000,16.36,94,1011,1.21,89
1460743200,16.93,100,1011,1.55,88
1460750400,15.69,100,1011,1.75,95
1460757600,15.41,100,1010,0.6,97
1460800800,15.01,99,1013,1.3,90
1460808000,16.19,68,1013,1.5,85
1460815200,17.83,93,1014,0.92,80
1460822400,18.27,96,1014,0.74,82
1460829600,19.32,100,1013,1.21,74
1460836800,19.4,100,1012,1.27,73
1460844000,16.65,100,1012,1.44,91
1460887200,14.9,100,1015,0.68,90
1460894400,14.38,100,1016,1.26,90
1460901600,14.24,100,1017,1.17,89
1460908800,13.99,100,1018,1.87,85
1460916000,14.29,100,1018,2.09,78
1460923200,14.25,100,1017,1.59,78
1460930400,13.29,100,1018,0.81,82
1460973600,11.96,100,1016,0.63,89
1460980800,12.36,99,1016,0.72,88
1460988000,13.74,97,1017,0.34,86
1460995200,14.51,85,1018,1.3,88
1461002400,16.1,74,1018,1.28,86
1461009600,16.83,51,1018,1.16,80
1461016800,14.6,61,1019,0.87,86
1461060000,12.0,49,1021,1.04,86
1461067200,11.5,21,1021,1.62,83
1461074400,14.58,7,1020,0.82,70
1461081600,16.64,3,1019,1.94,65
1461088800,19.62,3,1018,2.52,52
1461096000,20.36,0,1017,1.61,50
1461103200,15.83,0,1016,1.87,71
1461146400,7.66,33,1015,0.7,60
1461153600,9.6,75,1016,0.77,66
1461160800,15.64,22,1017,0.39,48
1461168000,17.73,2,1016,1.57,49
1461175200,20.24,4,1016,2.33,49
1461182400,19.58,0,1017,2.38,60
1461189600,14.34,0,1017,2.4,85
1461232800,9.67,7,1017,1.11,74
1461240000,9.27,20,1020,0.0,94
1461247200,15.95,64,1016,0.86,61
1461254400,18.43,71,1015,1.53,60
1461261600,22.06,50,1013,2.13,51
1461268800,22.51,40,1012,2.18,56
1461276000,17.04,76,1012,2.11,83
1461319200,11.1,100,1012,0.7,72
1461326400,12.8,100,1013,0.66,75
1461333600,15.03,100,1015,0.29,65
1461340800,16.17,99,1015,0.39,66
1461348000,17.77,90,1014,1.83,63
1461355200,15.98,100,1015,3.12,75
1461362400,13.52,96,1015,1.15,85
1461405600,12.68,69,1014,1.09,86
1461412800,14.02,81,1015,1.7,84
1461420000,16.29,98,1015,0.66,72
1461427200,17.31,95,1015,1.21,64
1461434400,18.3,96,1014,1.82,69
1461441600,16.77,99,1015,1.86,73
1461448800,14.04,100,1015,1.62,87
1461492000,9.4,94,1018,1.12,84
1461499200,9.87,88,1019,0.72,84
1461506400,10.7,100,1020,0.58,82
1461513600,12.41,100,1019,1.45,68
1461520800,12.71,82,1019,3.05,70
1461528000,11.01,90,1019,2.87,77
1461535200,9.71,86,1020,1.43,85
1461578400,6.26,34,1021,0.85,84
1461585600,7.18,24,1022,1.08,87
1461592800,9.5,8,1022,0.82,81
1461600000,11.16,17,1021,2.12,73
1461607200,13.24,17,1019,2.02,62
1461614400,14.09,4,1018,1.98,61
1461621600,10.93,0,1019,1.7,79
1461664800,2.9,0,1018,1.84,58
1461672000,4.18,0,1017,2.37,57
1461679200,14.12,0,1017,0.9,51
1461686400,16.7,0,1017,0.96,41
1461693600,20.66,0,1016,0.89,31
1461700800,21.92,0,1014,1.09,37
1461708000,18.71,0,1014,1.29,45
1461751200,6.13,99,1012,2.32,59
1461758400,7.67,90,1016,0.0,83
1461765600,13.78,100,1013,2.03,69
1461772800,18.76,99,1013,0.59,48
1461780000,21.37,75,1012,0.0,26
1461787200,20.49,84,1012,1.04,57
1461794400,19.21,86,1013,0.88,51
1461837600,11.15,100,1014,1.16,69
1461844800,10.97,75,1017,0.0,80
1461852000,16.52,100,1016,0.18,54
1461859200,17.65,99,1016,1.33,57
1461866400,19.07,90,1016,0.0,42
1461873600,18.32,99,1016,1.23,64
1461880800,15.72,100,1017,2.11,76
1461924000,10.97,74,1018,0.88,72
1461931200,10.77,20,1020,0.0,86
1461938400,18.31,18,1018,0.62,57
1461945600,20.32,11,1018,1.31,53
1461952800,23.17,1,1016,0.0,34
1461960000,22.9,28,1015,2.27,48
1461967200,19.86,67,1016,1.85,57
1462010400,7.13,83,1012,1.6,74
1462017600,8.17,40,1015,0.0,92
1462024800,18.24,49,1012,1.3,49
1462032000,21.0,71,1011,0.92,45
1462039200,25.47,40,1008,0.0,28
1462046400,24.65,97,1008,1.07,39
1462053600,22.76,98,1007,1.45,46
1462096800,13.89,100,1013,1.54,68
1462104000,12.67,75,1016,0.0,87
1462111200,15.83,100,1016,0.94,78
1462118400,18.2,100,1016,0.8,69
1462125600,18.07,40,1016,0.5,61
1462132800,17.8,100,1016,1.58,71
1462140000,14.97,100,1018,2.14,80
1462183200,13.37,100,1019,1.34,81
1462190400,14.07,40,1020,0.0,81
1462197600,16.32,98,1019,3.25,77
1462204800,18.79,99,1019,2.21,75
1462212000,23.07,90,1016,0.0,41
1462219200,18.24,100,1016,1.48,77
1462226400,16.31,98,1016,1.57,79
1462269600,10.81,75,1016,1.68,76
1462276800,12.17,20,1018,0.0,88
1462284000,20.02,9,1016,1.15,56
1462291200,22.16,100,1015,1.07,53
1462298400,25.07,20,1013,1.0,36
1462305600,25.1,100,1013,1.1,48
1462312800,22.41,100,1012,1.35,51
1462356000,11.33,99,1014,0.74,73
1462363200,12.07,40,1016,0.0,92
1462370400,16.58,99,1015,0.89,67
1462377600,19.03,100,1015,1.23,62
1462384800,21.77,75,1013,2.1,55
1462392000,20.64,100,1013,1.62,67
1462399200,16.07,100,1014,2.17,87
1462442400,14.9,100,1015,0.12,82
1462449600,13.07,90,1017,1.5,91
1462456800,14.58,100,1018,0.78,85
1462464000,15.51,92,1017,0.24,83
1462471200,14.97,90,1017,1.5,79
1462478400,16.87,71,1016,0.58,78
1462485600,15.26,49,1017,1.3,79
1462528800,7.76,68,1017,1.03,82
1462536000,9.47,40,1019,0.0,93
1462543200,14.15,94,1017,0.37,69
1462550400,16.47,87,1016,1.32,65
1462557600,17.17,40,1016,0.0,63
1462564800,18.95,87,1015,1.78,61
1462572000,15.38,81,1015,1.57,77
1462615200,8.04,100,1013,0.89,75
1462622400,10.97,75,1016,0.0,92
1462629600,14.27,61,1015,1.29,65
1462636800,15.65,39,1015,1.34,68
1462644000,18.37,40,1015,2.1,57
1462651200,17.1,56,1014,1.92,69
1462658400,13.25,52,1015,2.07,87
1462701600,11.02,100,1017,0.86,84
1462708800,11.57,90,1018,0.0,86
1462716000,14.81,86,1017,0.6,70
1462723200,16.0,78,1016,1.44,69
1462730400,16.57,40,1015,0.0,65
1462737600,18.08,100,1014,1.9,65
1462744800,15.28,94,1014,2.07,77
1462788000,7.06,98,1014,1.73,75
1462795200,9.37,40,1016,0.0,93
1462802400,15.22,98,1015,0.82,67
1462809600,17.23,99,1015,1.35,57
1462816800,18.97,40,1014,2.1,55
1462824000,18.3,100,1014,1.57,65
1462831200,16.49,99,1015,1.85,71
1462874400,9.63,96,1015,0.82,74
1462881600,12.47,90,1016,0.0,89
1462888800,15.31,96,1015,0.63,63
1462896000,16.11,99,1015,1.3,68
1462903200,15.87,75,1015,1.0,71
1462910400,17.1,100,1014,1.62,70
1462917600,14.48,100,1014,1.99,86
1462960800,11.8,84,1014,1.19,75
1462968000,12.27,40,1017,0.0,89
1462975200,16.01,85,1018,1.35,67
1462982400,16.3,99,1019,1.03,76
1462989600,13.77,90,1021,1.0,79
1462996800,14.59,99,1020,1.28,80
1463004000,12.66,48,1021,1.77,83
1463047200,4.86,26,1019,2.48,87
1463054400,5.97,40,1022,0.0,93
1463061600,13.26,96,1019,0.8,69
1463068800,15.45,97,1018,1.37,61
1463076000,20.07,75,1017,0.0,41
1463083200,17.66,100,1016,1.09,68
1463090400,16.63,99,1016,0.72,67
1463133600,11.35,100,1013,1.17,66
1463140800,10.67,75,1015,0.0,90
1463148000,14.33,100,1013,1.17,77
1463155200,16.13,100,1012,0.53,70
1463162400,17.77,90,1012,0.0,59
1463169600,16.9,99,1011,1.46,74
1463176800,15.61,98,1012,1.58,75
1463220000,9.54,38,1011,1.34,84
1463227200,11.37,40,1014,0.0,86
1463234400,14.93,90,1014,0.81,73
1463241600,15.73,95,1016,0.97,71
1463248800,14.67,90,1017,2.1,65
1463256000,15.29,99,1017,1.8,76
1463263200,13.16,100,1018,1.16,79
1463306400,7.54,25,1019,1.75,81
1463313600,7.57,20,1022,0.0,94
1463320800,14.84,69,1021,1.2,62
1463328000,17.66,100,1019,1.26,56
1463335200,19.67,40,1017,0.5,42
1463342400,18.94,100,1017,1.33,62
1463349600,16.49,100,1017,1.37,69
1463392800,7.51,58,1016,1.54,69
1463400000,10.07,75,1018,0.0,94
1463407200,14.71,40,1016,1.07,69
1463414400,16.69,84,1016,1.55,61
1463421600,21.57,20,1015,0.5,40
1463428800,18.9,95,1015,1.55,65
1463436000,16.92,100,1015,1.51,73
1463479200,13.19,94,1015,0.87,57
1463486400,11.07,40,1018,0.0,95
1463493600,14.56,35,1016,0.76,66
1463500800,15.94,33,1016,1.72,67
1463508000,19.87,40,1014,1.5,53
1463515200,17.99,31,1015,1.52,64
1463522400,15.53,13,1016,1.51,78
1463565600,9.54,84,1014,1.1,77
1463572800,10.67,90,1016,0.0,96
1463580000,12.99,95,1015,0.3,63
1463587200,14.15,81,1015,1.7,66
1463594400,14.81,95,1015,1.98,73
1463601600,14.67,83,1015,1.41,77
1463608800,12.38,74,1014,1.51,88
1463652000,9.92,70,1017,1.41,79
1463659200,9.67,40,1019,0.0,95
1463666400,13.84,84,1018,0.93,72
1463673600,16.35,100,1017,1.6,66
1463680800,14.97,90,1017,0.0,64
1463688000,16.78,100,1015,0.9,70
1463695200,14.47,100,1015,1.55,80
1463738400,9.97,99,1016,1.6,83
1463745600,10.97,90,1018,0.0,94
1463752800,14.73,76,1017,0.2,72
1463760000,15.33,85,1017,1.33,74
1463767200,17.77,20,1016,1.5,63
1463774400,15.71,78,1017,1.48,79
1463781600,14.86,60,1017,1.46,80
1463824800,8.8,75,1018,1.7,86
1463832000,11.07,75,1020,0.0,92
1463839200,13.82,72,1021,0.28,70
1463846400,14.83,65,1021,0.48,69
1463853600,13.77,40,1021,0.0,70
1463860800,15.39,44,1019,0.99,67
1463868000,11.49,16,1019,1.81,82
1463911200,1.21,9,1018,1.41,81
1463918400,3.47,1,1022,0.0,95
1463925600,12.01,4,1018,1.61,68
1463932800,15.86,0,1017,0.35,48
1463940000,20.67,40,1014,1.0,31
1463947200,19.25,100,1013,0.9,60
1463954400,17.99,100,1014,0.34,48
1463997600,8.79,98,1011,1.05,67
1464004800,10.07,75,1014,0.0,81
1464012000,15.56,35,1014,0.75,58
1464019200,18.62,50,1015,0.82,42
1464026400,23.77,20,1013,2.6,19
1464033600,20.78,0,1014,1.36,48
1464040800,17.64,41,1015,0.95,61
1464084000,6.01,98,1017,1.03,69
1464091200,6.37,75,1020,0.0,93
1464098400,13.47,91,1018,1.31,69
1464105600,16.5,88,1017,0.76,54
1464112800,19.07,75,1016,0.0,37
1464120000,17.55,92,1016,1.39,64
1464127200,15.45,96,1017,1.34,72
1464170400,11.37,1,1018,0.28,64
1464177600,5.37,20,1022,0.0,96
1464184800,14.55,65,1020,0.27,57
1464192000,16.33,83,1020,1.72,57
1464199200,19.77,75,1019,1.5,29
1464206400,17.25,23,1019,2.05,63
1464213600,14.13,2,1020,1.57,77
1464256800,5.41,91,1019,1.48,75
1464264000,5.27,40,1021,0.0,95
1464271200,11.91,99,1019,0.99,69
1464278400,13.64,100,1018,0.91,68
1464285600,15.57,90,1018,0.0,60
1464292800,15.44,98,1016,1.24,77
1464300000,13.97,100,1017,0.77,83
1464343200,8.91,68,1015,0.75,71
1464350400,8.47,40,1018,0.0,95
1464357600,14.66,44,1016,0.4,66
1464364800,16.6,59,1016,0.83,58
1464372000,18.87,40,1014,2.1,51
1464379200,17.7,94,1014,1.43,65
1464386400,15.67,82,1016,1.6,73
1464429600,6.46,14,1017,1.82,82
1464436800,6.77,75,1021,0.0,95
1464444000,12.49,100,1019,1.66,73
1464451200,15.5,94,1018,0.92,61
1464458400,15.47,90,1018,0.0,66
1464465600,15.22,99,1018,0.92,75
1464472800,14.19,99,1018,1.1,75
1464516000,12.18,100,1018,0.81,82
1464523200,10.47,90,1020,0.0,95
1464530400,12.74,80,1020,1.59,84
1464537600,13.44,79,1019,1.11,82
1464544800,14.27,90,1018,2.1,83
1464552000,12.92,92,1018,0.78,85
1464559200,11.38,90,1019,1.46,90
1464602400,8.53,53,1021,1.53,87
1464609600,8.67,40,1023,0.0,96
1464616800,12.61,14,1020,1.02,75
1464624000,13.63,11,1019,1.13,75
1464631200,16.37,12,1017,0.0,65
1464638400,15.82,28,1017,1.25,68
1464645600,14.22,28,1016,1.35,70
1464688800,7.78,58,1017,1.29,83
1464696000,10.27,90,1018,0.0,89
1464703200,10.41,29,1017,1.25,80
1464710400,12.74,18,1017,0.92,72
1464717600,15.87,40,1015,1.5,63
1464724800,14.07,86,1015,1.25,68
1464732000,11.69,93,1015,1.44,78
1464775200,5.25,54,1019,1.45,79
1464782400,7.97,75,1020,0.0,96
1464789600,11.96,26,1020,1.07,67
1464796800,13.1,16,1020,0.8,58
1464804000,16.57,20,1019,1.5,52
1464811200,13.99,100,1019,0.93,70
1464818400,12.0,100,1020,1.68,68
1464861600,7.27,100,1017,1.71,66
1464868800,7.27,90,1019,0.0,94
1464876000,9.16,100,1017,2.03,69
1464883200,10.8,100,1017,1.95,74
1464890400,11.37,90,1018,0.0,88
1464897600,9.53,100,1016,1.45,91
1464904800,9.33,100,1016,1.25,88
1464948000,9.34,100,1015,1.37,86
1464955200,8.47,90,1015,0.0,96
1464962400,9.68,100,1015,0.6,90
1464969600,10.22,100,1015,0.75,89
1464976800,9.27,90,1014,0.0,93
1464984000,10.02,100,1013,0.73,90
1464991200,9.33,100,1014,0.91,91
1465034400,8.1,53,1020,0.55,89
1465041600,7.47,75,1021,0.0,94
1465048800,9.74,35,1020,0.83,86
1465056000,11.3,69,1020,1.14,81
1465063200,13.67,40,1018,0.0,61
1465070400,12.75,93,1018,0.85,74
1465077600,9.01,79,1018,1.62,91
1465120800,3.05,36,1019,0.88,73
1465128000,3.87,40,1016,0.0,94
1465135200,8.58,22,1020,0.95,68
1465142400,10.47,13,1020,0.95,64
1465149600,12.27,40,1019,1.0,64
1465156800,12.87,22,1019,1.22,58
1465164000,9.15,18,1020,1.44,73
1465207200,-0.34,12,1024,1.95,59
1465214400,1.67,1,1027,0.0,96
1465221600,6.33,0,1025,1.55,69
1465228800,10.21,0,1025,0.73,48
1465236000,14.07,1,1024,0.0,49
1465243200,13.86,0,1024,1.37,46
1465250400,11.49,0,1024,1.64,45
1465293600,0.4,0,1023,1.34,51
1465300800,0.97,1,1026,0.0,95
1465308000,7.04,0,1022,1.68,67
1465315200,13.46,0,1022,1.32,46
1465322400,16.07,1,1021,0.0,36
1465329600,17.21,0,1021,1.11,43
1465336800,14.26,0,1021,1.48,48
1465380000,0.73,0,1020,2.29,55
1465387200,0.67,1,1024,0.0,95
1465394400,8.53,95,1020,2.34,70
1465401600,14.74,82,1020,1.05,50
1465408800,20.37,20,1018,0.0,24
1465416000,18.6,67,1018,1.22,45
1465423200,14.1,15,1018,1.22,46
1465466400,2.55,96,1020,1.61,63
1465473600,3.77,40,1023,0.0,91
1465480800,7.2,100,1021,1.9,76
1465488000,11.64,99,1020,1.07,62
1465495200,14.67,90,1020,0.0,46
1465502400,14.65,92,1020,1.37,66
1465509600,12.53,83,1020,0.89,60
1465552800,1.8,17,1021,1.81,66
1465560000,2.17,20,1024,0.0,95
1465567200,9.42,0,1022,1.9,72
1465574400,13.29,0,1022,0.61,53
1465581600,19.67,1,1020,0.0,27
1465588800,18.09,0,1021,0.97,47
1465596000,13.26,0,1021,1.13,58
1465639200,-0.17,0,1019,1.72,67
1465646400,1.47,1,1023,0.0,94
1465653600,8.54,0,1019,2.02,75
1465660800,14.85,0,1018,0.61,57
1465668000,20.27,1,1016,0.0,30
1465675200,17.95,0,1017,0.65,55
1465682400,12.25,0,1017,1.15,73
1465725600,4.8,53,1020,1.9,71
1465732800,8.37,75,1022,0.0,80
1465740000,10.27,98,1020,2.38,68
1465747200,13.25,100,1020,1.68,73
1465754400,16.17,75,1019,0.0,56
1465761600,14.97,99,1018,1.52,75
1465768800,11.61,38,1017,2.5,76
1465812000,7.58,49,1019,1.27,84
1465819200,9.37,75,1021,0.0,94
1465826400,11.52,80,1020,1.7,75
1465833600,14.51,93,1020,0.88,73
1465840800,15.07,75,1020,0.0,66
1465848000,14.61,95,1020,1.27,81
1465855200,12.12,43,1020,1.8,80
1465898400,6.74,65,1020,0.94,78
1465905600,7.57,20,1023,0.0,95
1465912800,12.01,56,1021,0.95,70
1465920000,14.22,94,1022,0.97,62
1465927200,11.97,75,1022,0.0,80
1465934400,14.81,66,1021,1.05,71
1465941600,10.48,28,1022,2.16,76
1465984800,3.95,83,1022,1.73,81
1465992000,6.77,75,1023,0.0,97
1465999200,8.65,66,1023,1.18,79
1466006400,12.59,90,1023,0.83,61
1466013600,15.07,40,1023,0.0,67
1466020800,15.52,8,1023,1.12,66
1466028000,12.45,3,1024,1.22,67
1466071200,0.76,11,1021,1.78,80
1466078400,2.67,1,1024,0.0,98
1466085600,9.39,1,1019,1.97,75
1466092800,15.73,28,1018,0.74,51
1466100000,19.77,80,1016,0.0,34
1466107200,18.39,97,1015,1.21,61
1466114400,15.56,99,1015,1.52,53
1466157600,2.43,58,1015,1.91,52
1466164800,3.47,39,1019,0.0,95
1466172000,10.57,27,1016,2.03,66
1466179200,17.7,0,1016,0.62,42
1466186400,20.77,1,1014,0.0,30
1466193600,19.93,14,1015,0.75,52
1466200800,16.63,15,1016,0.97,41
1466244000,1.55,9,1018,1.63,68
1466251200,2.77,1,1022,0.0,95
1466258400,9.11,0,1018,1.91,75
1466265600,15.86,1,1017,0.5,49
1466272800,19.07,1,1015,0.0,39
1466280000,17.46,95,1015,1.4,66
1466287200,14.61,99,1015,0.98,53
1466330400,3.2,93,1016,1.45,60
1466337600,3.67,40,1019,0.0,95
1466344800,9.13,89,1018,1.0,74
1466352000,13.96,87,1018,0.8,47
1466359200,10.87,40,1019,1.0,77
1466366400,14.05,96,1017,1.64,67
1466373600,10.58,87,1019,1.67,80
1466416800,6.28,31,1021,1.1,58
1466424000,7.27,90,1024,0.0,92
1466431200,10.91,60,1022,0.73,51
1466438400,12.87,93,1022,0.59,51
1466445600,10.47,40,1022,0.0,72
1466452800,13.81,19,1020,1.06,64
1466460000,11.93,0,1020,1.43,62
1466503200,1.44,9,1020,1.77,65
1466510400,3.17,75,1023,0.0,97
1466517600,7.86,9,1019,1.85,78
1466524800,15.59,0,1019,0.36,45
1466532000,18.27,1,1018,0.0,38
1466539200,17.57,0,1017,1.38,58
1466546400,14.93,0,1017,1.26,50
1466589600,1.7,95,1017,1.1,61
1466596800,2.67,20,1021,0.0,95
1466604000,9.07,99,1020,0.95,73
1466611200,12.96,91,1019,0.71,54
1466618400,17.87,40,1018,0.0,36
1466625600,14.13,92,1018,1.32,64
1466632800,10.04,88,1019,1.66,74
1466676000,4.77,97,1016,0.84,60
1466683200,4.07,40,1020,0.0,95
1466690400,9.03,98,1017,0.3,60
1466697600,11.17,98,1017,1.32,61
1466704800,15.17,40,1017,1.0,43
1466712000,12.94,98,1016,1.34,68
1466719200,8.93,67,1017,2.02,84
1466762400,6.6,98,1018,0.62,94
1466769600,6.67,75,1020,0.0,87
1466776800,8.19,87,1019,0.47,88
1466784000,9.82,84,1018,1.42,82
1466791200,10.57,40,1017,1.5,69
1466798400,11.82,11,1015,1.9,78
1466805600,9.43,21,1016,1.03,84
1466848800,6.76,0,1017,0.86,55
1466856000,5.57,90,1021,0.0,92
1466863200,9.61,8,1020,0.71,56
1466870400,11.45,17,1019,1.18,56
1466877600,12.27,1,1019,0.0,62
1466884800,13.35,2,1018,2.02,65
1466892000,8.84,3,1019,2.6,82
1466935200,3.44,98,1022,0.28,97
1466942400,2.47,40,1024,0.0,95
1466949600,7.14,94,1023,0.46,89
1466956800,9.5,75,1023,1.12,86
1466964000,15.67,40,1021,1.0,49
1466971200,14.58,40,1020,0.44,65
1466978400,11.78,97,1020,1.73,73
1467021600,3.16,94,1019,1.22,82
1467028800,2.87,85,1022,0.0,95
1467036000,10.25,53,1019,1.97,77
1467043200,15.97,63,1018,0.79,60
1467050400,19.47,1,1017,1.0,38
1467057600,19.64,7,1017,1.33,52
1467064800,17.72,0,1016,1.09,45
1467108000,2.41,0,1014,2.0,79
1467115200,3.37,1,1017,0.0,94
1467122400,10.87,0,1015,1.79,77
1467129600,15.92,0,1015,0.6,54
1467136800,22.07,1,1013,0.0,30
1467144000,20.39,0,1013,1.45,56
1467151200,16.91,0,1014,1.57,56
1467194400,9.11,23,1018,0.71,42
1467201600,6.07,90,1020,0.0,96
1467208800,10.35,25,1018,0.47,48
1467216000,12.83,96,1017,0.71,47
1467223200,9.37,90,1018,1.5,82
1467230400,12.56,100,1015,1.04,68
1467237600,11.58,100,1015,1.36,73
1467280800,10.64,100,1016,0.84,44
1467288000,6.07,75,1019,0.0,96
1467295200,10.47,100,1015,0.62,67
1467302400,13.13,100,1015,0.55,61
1467309600,12.67,75,1015,0.0,67
1467316800,13.63,100,1013,1.51,71
1467324000,12.66,100,1014,0.73,71
1467367200,7.4,51,1014,0.89,63
1467374400,6.87,75,1017,0.0,93
1467381600,11.67,97,1014,1.33,69
1467388800,15.12,100,1014,0.81,58
1467396000,17.77,75,1013,1.5,32
1467403200,15.63,100,1012,1.26,65
1467410400,13.01,99,1013,1.58,69
1467453600,9.06,34,1014,0.56,74
1467460800,5.97,90,1017,0.0,95
1467468000,10.61,50,1016,0.58,72
1467475200,11.71,99,1016,0.8,71
1467482400,7.67,90,1018,1.0,86
1467489600,11.36,100,1015,1.71,83
1467496800,9.68,99,1017,2.11,87
1467540000,8.04,100,1017,0.48,95
1467547200,6.57,40,1019,0.0,92
1467554400,10.25,87,1019,0.92,83
1467561600,11.11,84,1019,0.62,79
1467568800,12.07,75,1019,0.0,62
1467576000,12.82,59,1018,1.2,74
1467583200,10.39,54,1020,0.86,86
1467626400,2.74,28,1021,1.4,84
1467633600,1.77,20,1025,0.0,96
1467640800,8.98,9,1022,1.33,72
1467648000,11.11,0,1022,0.66,61
1467655200,15.27,1,1021,0.0,46
1467662400,15.29,0,1020,1.57,58
1467669600,12.08,0,1020,1.93,65
1467712800,0.48,0,1023,1.53,75
1467720000,2.17,1,1027,0.0,95
1467727200,9.24,0,1026,1.54,68
1467734400,12.29,0,1026,0.51,58
1467741600,16.67,1,1025,1.0,41
1467748800,15.06,0,1025,1.22,52
1467756000,11.67,0,1026,1.51,57
1467799200,1.81,0,1024,0.88,68
1467806400,1.37,1,1027,0.0,96
1467813600,8.62,8,1023,0.9,59
1467820800,12.58,6,1022,1.09,50
1467828000,16.27,1,1020,1.0,36
1467835200,16.67,0,1019,1.35,49
1467842400,11.83,0,1019,0.9,56
1467885600,0.63,97,1014,1.95,72
1467892800,1.57,20,1019,0.0,93
1467900000,8.56,77,1015,2.27,73
1467907200,16.61,69,1015,0.72,47
1467914400,18.37,40,1014,0.0,31
1467921600,19.22,50,1013,1.1,48
1467928800,17.08,46,1014,0.65,46
1467972000,2.66,0,1018,0.96,64
1467979200,1.77,1,1022,0.0,95
1467986400,9.33,5,1020,1.07,67
1467993600,13.0,100,1019,0.8,50
1468000800,11.77,40,1019,0.0,66
1468008000,13.25,100,1017,1.51,63
1468015200,11.1,99,1018,1.88,75
1468058400,5.0,99,1017,1.11,70
1468065600,5.17,75,1019,0.0,95
1468072800,9.46,83,1016,0.98,72
1468080000,13.68,65,1016,1.02,54
1468087200,13.17,20,1016,0.0,62
1468094400,16.17,53,1014,1.38,55
1468101600,12.15,5,1015,1.84,71
1468144800,5.82,100,1015,1.01,74
1468152000,5.97,90,1017,0.0,89
1468159200,7.84,100,1016,1.15,75
1468166400,11.08,100,1015,0.39,70
1468173600,10.77,75,1017,0.0,66
1468180800,11.25,100,1016,0.9,78
1468188000,8.69,100,1016,1.38,79
1468231200,8.66,97,1017,0.7,88
1468238400,8.57,90,1020,0.0,94
1468245600,10.38,91,1022,0.63,84
1468252800,10.37,88,1022,0.96,83
1468260000,12.27,40,1022,0.0,71
1468267200,12.02,72,1022,0.79,73
1468274400,9.94,100,1022,0.88,79
1468317600,3.66,97,1017,1.1,81
1468324800,6.37,75,1019,0.0,93
1468332000,7.29,100,1015,1.35,79
1468339200,10.65,100,1014,0.68,70
1468346400,10.07,90,1014,0.0,79
1468353600,11.58,100,1012,1.11,76
1468360800,10.59,100,1012,0.94,73
1468404000,5.97,69,1011,1.83,87
1468411200,7.67,75,1011,0.0,85
1468418400,9.05,83,1011,0.17,82
1468425600,11.15,80,1014,1.44,76
1468432800,10.91,97,1015,0.42,80
1468440000,10.54,90,1016,0.37,85
1468447200,8.68,77,1017,1.67,84
1468490400,7.48,95,1025,1.34,90
1468497600,6.96,65,1025,0.55,94
1468504800,8.62,30,1024,1.04,86
1468512000,12.41,9,1024,1.32,65
1468519200,14.19,15,1021,2.05,53
1468526400,14.19,20,1021,2.43,57
1468533600,9.24,42,1021,2.17,72
1468576800,2.0,10,1020,1.48,51
1468584000,1.35,8,1021,1.72,51
1468591200,5.78,4,1022,1.87,68
1468598400,12.57,0,1022,0.72,42
1468605600,15.8,0,1021,0.54,32
1468612800,16.24,0,1020,1.17,41
1468620000,12.87,0,1021,1.64,46
1468663200,3.55,98,1020,2.23,37
1468670400,3.42,100,1019,2.61,41
1468677600,6.91,97,1019,2.65,67
1468684800,14.16,100,1018,1.71,52
1468692000,17.21,100,1015,1.11,49
1468699200,16.39,100,1014,1.51,58
1468706400,12.39,100,1013,0.98,64
1468749600,6.9,100,1015,1.05,53
1468756800,6.62,100,1015,1.2,56
1468764000,11.08,98,1016,0.33,54
1468771200,12.92,98,1019,1.21,47
1468778400,13.35,99,1019,2.1,52
1468785600,12.9,96,1021,1.33,59
