,date,t_min,t_max,humidity_day,humidity_night,wind_speed,sunshine_duration,weather_condition
0,07-07-2022,4°,16°,66%,76%,ESE 8 km/h,0 days 10:02:00,Soleado
1,08-07-2022,2°,15°,67%,92%,SE 11 km/h,0 days 10:02:00,Nubes por la mañana / Sol por la tarde
2,09-07-2022,4°,10°,84%,91%,NNE 12 km/h,0 days 10:04:00,Lluvia
3,10-07-2022,2°,8°,92%,95%,ENE 9 km/h,0 days 10:04:00,Lluvia
4,11-07-2022,0°,11°,80%,80%,E 8 km/h,0 days 10:05:00,Chubascos matinales
5,12-07-2022,2°,14°,62%,72%,ESE 8 km/h,0 days 10:05:00,Parcialmente nublado
6,13-07-2022,2°,13°,67%,86%,SSE 10 km/h,0 days 10:07:00,Parcialmente nublado
7,14-07-2022,1°,13°,78%,90%,ESE 9 km/h,0 days 10:07:00,Chubascos matinales
8,15-07-2022,2°,12°,78%,89%,SE 10 km/h,0 days 10:08:00,Chubascos
9,16-07-2022,1°,11°,77%,84%,ESE 9 km/h,0 days 10:10:00,Parcialmente nublado
10,17-07-2022,1°,12°,68%,79%,ESE 9 km/h,0 days 10:10:00,Parcialmente nublado
11,18-07-2022,1°,13°,68%,76%,ESE 10 km/h,0 days 10:12:00,Parcialmente nublado
12,19-07-2022,2°,14°,62%,73%,ESE 9 km/h,0 days 10:12:00,Mayormente soleado
13,20-07-2022,3°,15°,61%,72%,ESE 9 km/h,0 days 10:14:00,Mayormente soleado
