date,tmin,tmax,temp,rh,rhmin,rhmax,wind,cod_wc,ra,et0_pmfao56_raxwc
2021-01-07,8.89,31.27,18.899166666666662,50.365833333333335,20.5,78.95,2.6633333333333336,0.99875,43.85605961608738,8.792655422784529
2021-01-08,8.63,30.83,18.0721875,56.09302083333333,18.2,89.63,2.898333333333333,0.9998958333333333,43.80009847035968,8.457303739997407
2021-01-09,6.97,31.02,17.227708333333332,53.662083333333335,12.42,92.02,2.526875,0.989375,43.74077491084773,8.301622185746044
2021-01-10,5.48,31.37,16.9803125,49.00541666666667,10.69,86.26,2.3739583333333334,0.9969791666666666,43.67808903353629,8.480469627537069
2021-01-11,7.22,31.45,18.057604166666668,48.41854166666667,15.9,82.98,2.496875,1.0,43.61204121842225,8.700435375901563
2021-01-12,6.14,31.24,17.183229166666667,50.45166666666666,15.64,84.63,2.5303125,0.9453125,43.542632154725545,8.107520174438688
2021-01-13,6.04,30.27,16.301979166666666,51.22572916666667,17.07,84.09,2.425520833333333,1.0,43.46986286734538,8.204673713978845
2021-01-14,6.19,31.15,16.4821875,51.676875,15.29,84.1,2.567604166666667,0.9991666666666666,43.39373474454754,8.360264733619774
2021-01-15,5.83,31.85,17.326979166666668,49.81822916666667,9.0,93.68,2.5605208333333334,1.0,43.31424956686332,8.586191492412192
2021-01-16,5.65,33.9,18.84375,43.1775,8.25,88.12,2.3389583333333333,1.0,43.231409537176255,9.167709270868631
2021-01-17,8.06,32.76,18.581666666666667,51.079479166666665,15.6,85.61,2.6886458333333336,1.0,43.145217311967514,8.842993494615339
2021-01-18,8.7,32.65,19.2740625,55.49510416666666,20.51,88.7,2.583541666666666,0.9929166666666667,43.05567603368533,8.57774749341731
2021-01-19,9.66,31.23,19.098854166666666,56.54291666666666,24.11,88.96,2.6464583333333334,1.0,42.9627893641986,8.407278670106455
2021-01-20,9.77,32.69,19.698125,53.70989583333333,21.9,86.35,2.552395833333333,0.9492708333333333,42.866561519288965,8.366876507753565
2021-01-21,10.47,32.41,20.07739583333333,56.49458333333333,24.55,87.85,2.707708333333333,0.7194791666666667,42.76699730413018,6.695773730617011
2021-01-22,10.7,33.98,20.13802083333333,58.44739583333333,15.18,94.37,2.545208333333333,0.9704166666666667,42.664102149697406,8.512062957639131
