date,tmin,tmax,temp,rh,rhmin,rhmax,wind,cod_wc,ra,et0_pmfao56_raxwc
2021-01-05,7.32,31.56,17.82375,52.46791666666667,17.2,85.86,2.65,0.97,43.957895559843365,8.422006213976221
2021-01-06,6.74,32.03,18.094166666666663,52.93625,16.7,89.7,2.4875000000000003,0.9996875,43.908658512103194,8.62103504551352
2021-01-07,7.9,32.45,19.033125,50.71666666666667,14.0,87.37,2.5610416666666667,0.933125,43.85605961608738,8.406997895614268
2021-01-08,7.85,32.06,18.262395833333333,57.05083333333334,14.43,93.39,2.5527083333333334,0.9908333333333333,43.80009847035968,8.424403960730517
2021-01-09,7.45,30.09,16.97489583333333,47.806041666666665,12.67,83.12,2.6870833333333333,0.8139583333333333,43.74077491084773,7.272273819497417
2021-01-10,5.46,28.7,15.564270833333332,52.7125,14.8,85.98,2.578125,0.7473958333333333,43.67808903353629,6.266093612132891
2021-01-11,5.99,29.73,16.4353125,54.06666666666666,17.47,89.0,2.3319791666666667,0.9428125,43.61204121842225,7.6207335811256325
2021-01-12,6.39,31.16,17.321354166666666,50.22291666666666,16.72,80.97,2.4359375,0.85625,43.542632154725545,7.453630934942488
2021-01-13,6.79,29.65,16.589791666666667,47.25291666666666,17.17,79.22,2.3784375,1.0,43.46986286734538,8.307047264030391
2021-01-14,6.24,30.57,16.803645833333334,48.06989583333333,14.5,84.21,2.5788541666666664,1.0,43.39373474454754,8.466977839951713
2021-01-15,7.17,32.13,18.622604166666665,44.3325,14.6,73.23,2.566875,1.0,43.31424956686332,8.994607193309452
2021-01-16,7.28,32.0,17.969166666666666,47.7121875,14.9,83.05,2.4884375,0.93625,43.231409537176255,8.293511134898694
2021-01-17,7.61,33.37,19.018854166666667,47.775,11.45,83.85,2.457708333333333,0.9877083333333333,43.145217311967514,8.912614207595125
2021-01-18,8.63,31.66,18.571354166666666,52.86354166666666,20.85,83.04,2.598958333333333,0.984375,43.05567603368533,8.451656254953765
2021-01-19,8.78,31.45,18.926979166666666,54.861250000000005,22.29,84.74,2.58375,0.9997916666666666,42.9627893641986,8.450717490671153
2021-01-20,10.5,31.66,19.77239583333333,54.84302083333333,24.79,84.6,2.6105208333333336,0.8286458333333333,42.866561519288965,7.339145390244116
2021-01-21,10.68,31.59,19.56489583333333,59.9590625,25.9,88.24,2.698541666666667,0.8990625,42.76699730413018,7.620146378222586
2021-01-22,10.45,31.93,19.1328125,63.63166666666667,27.02,90.8,2.6178125,0.98,42.664102149697406,8.001976326176369
2021-01-23,9.97,32.74,19.477083333333333,62.87177083333333,21.81,94.5,2.3526041666666666,0.9546875,42.557882150043866,7.894928647774533
2021-01-24,11.27,31.77,19.796875,60.3225,25.31,88.78,2.6855208333333334,0.9997916666666666,42.44834410037607,8.335438137830458
2021-01-25,8.93,29.95,17.457291666666666,64.19427083333333,18.94,95.62,2.7094791666666667,0.7803125,42.33549553585344,6.165818734886415
2021-01-26,8.49,30.88,17.473229166666666,56.30708333333333,16.28,89.75,2.6127083333333334,0.3469791666666667,42.21934477103255,4.5690780256164665
2021-01-27,6.78,31.87,16.866979166666667,53.34875,13.3,92.0,2.326354166666667,0.9901041666666667,42.099900939870786,8.08161765426922
2021-01-28,6.95,30.17,16.7590625,49.98364583333333,13.9,83.08,2.263333333333333,0.44614583333333346,41.97717403619926,4.976509242095323
2021-01-29,8.95,28.35,17.614375,62.38885416666667,26.9,90.72,2.355,0.3232291666666667,41.85117495456971,3.756609122701824
2021-01-30,12.04,26.76,16.614479166666666,77.7628125,35.0,94.84,1.6563541666666666,0.15208333333333324,41.7219155313752,1.8419126441284255
2021-01-31,10.91,25.35,17.768854166666667,73.07833333333333,37.02,96.3,2.6007291666666665,0.5155208333333334,41.58940858614093,4.066007316750127
2021-02-01,12.33,25.11,17.49875,75.00552083333334,44.22,97.67,1.9310416666666663,0.32218749999999996,41.453667962876274,2.960659718936906
2021-02-02,10.65,28.56,17.751875000000002,66.87531249999999,25.83,94.2,2.0984375,0.8172916666666667,41.31470857137676,5.984215924472274
2021-02-03,12.42,34.01,21.523229166666667,53.38958333333333,11.16,92.19,1.7317708333333333,0.9988541666666667,41.17254642836024,8.478778493993923
2021-02-04,17.01,34.02,23.758020833333333,46.9203125,20.1,76.23,2.097395833333333,1.0,41.027198698319616,9.147272653358339
2021-02-05,14.4,29.34,20.223125,64.8078125,30.36,90.9,2.3895833333333334,0.9975,40.87868373397143,7.69173385646798
2021-02-06,12.84,28.15,18.350729166666667,71.70520833333333,39.0,95.03,2.5088541666666666,0.7697916666666667,40.72702111617817,5.522101439780734
2021-02-07,12.14,28.04,18.333229166666666,69.636875,38.4,94.61,2.4216666666666664,0.8591666666666666,40.57223169322009,6.147415563143154
2021-02-08,11.55,29.82,18.888541666666665,63.85052083333333,31.1,91.91,1.9575,0.9982291666666666,40.414337619291665,7.426955782927514
2021-02-09,13.38,31.89,20.76395833333333,58.74197916666666,25.2,86.17,2.263125,0.9939583333333334,40.25336239209747,8.035199108501235
