date,tmin,tmax,temp,rh,rhmin,rhmax,wind,cod_wc,ra,et0_pmfao56_raxwc
2021-01-03,9.29,32.36,19.245416666666667,54.32666666666666,20.1,91.2,2.7875,1.0,44.04628677575424,8.888349278426373
2021-01-04,10.54,33.56,20.123854166666668,51.40052083333333,19.5,87.58,2.813541666666667,0.9995833333333334,44.0037713766795,9.326905982056102
2021-01-05,6.55,31.73,16.9371875,54.56135416666667,15.9,90.52,2.719791666666667,0.9942708333333333,43.957895559843365,8.454251787682702
2021-01-06,6.51,31.58,17.863125,51.339375,18.18,85.96,2.535833333333333,1.0,43.908658512103194,8.619897488379094
2021-01-07,9.51,32.36,18.912291666666665,54.56166666666667,20.28,86.93,2.876875,1.0,43.85605961608738,8.859651205229001
2021-01-08,8.51,31.15,17.908125000000002,57.7078125,16.35,93.65,2.872604166666666,0.9210416666666666,43.80009847035968,7.850193687719743
2021-01-09,7.59,28.84,16.2153125,56.1696875,18.42,89.34,2.646354166666667,0.6352083333333334,43.74077491084773,5.746509127004662
2021-01-10,5.23,27.96,15.033854166666666,54.945625,14.59,86.81,2.529166666666667,0.9735416666666666,43.67808903353629,7.499790072400332
2021-01-11,5.88,29.4,16.51875,53.67270833333333,17.7,86.85,2.349791666666667,0.9663541666666666,43.61204121842225,7.766566422187674
2021-01-12,7.67,32.04,18.197916666666668,47.11302083333334,15.15,80.05,2.4159375,1.0,43.542632154725545,8.825442986731884
2021-01-13,7.31,31.46,17.55302083333333,40.7025,12.53,72.28,2.2894791666666667,1.0,43.46986286734538,8.869377207980142
2021-01-14,7.01,31.6,17.474687499999998,45.6575,13.9,76.6,2.4444791666666665,1.0,43.39373474454754,8.743272800110624
2021-01-15,8.04,31.82,18.0971875,49.92875,14.0,80.86,2.7797916666666667,1.0,43.31424956686332,8.782162741359977
2021-01-16,7.5,30.16,17.8359375,52.98697916666666,16.14,88.92,2.2859375,1.0,43.231409537176255,8.197654620498993
2021-01-17,8.5,33.6,19.674166666666668,43.15875,8.58,77.95,2.5627083333333336,1.0,43.145217311967514,9.363170672280605
2021-01-18,8.85,31.56,19.026041666666668,48.70395833333333,21.48,85.36,2.5180208333333334,1.0,43.05567603368533,8.73569997103645
2021-01-19,9.08,31.98,19.10395833333333,57.6721875,23.4,87.77,2.55125,0.9971875,42.9627893641986,8.393606604271076
2021-01-20,10.99,32.05,19.836354166666663,55.24072916666666,23.73,86.97,2.6673958333333334,0.7915625,42.866561519288965,7.149644588252979
2021-01-21,10.91,31.44,19.8646875,56.813229166666666,26.73,84.62,2.546875,0.9977083333333333,42.76699730413018,8.44841036564492
2021-01-22,10.97,31.5,19.48645833333333,63.37197916666667,26.68,91.8,2.6323958333333333,0.9997916666666666,42.664102149697406,8.15251813933629
2021-01-23,10.96,33.0,19.824270833333333,62.0678125,23.02,90.75,2.408125,1.0,42.557882150043866,8.366385686585609
2021-01-24,11.38,32.56,20.4275,59.356875,24.74,93.3,2.800104166666667,0.9991666666666666,42.44834410037607,8.555043724250748
2021-01-25,10.73,31.58,19.199166666666667,62.45083333333333,25.38,94.16,2.688541666666667,0.5846875,42.33549553585344,5.563739002152407
2021-01-26,9.21,31.21,18.05,54.36239583333333,14.09,87.5,2.6046875000000003,0.9664583333333333,42.21934477103255,8.051978490246585
2021-01-27,6.74,31.45,17.022708333333334,51.8434375,13.58,87.88,2.243125,0.9997916666666666,42.099900939870786,8.1292201263763
2021-01-28,7.47,31.11,18.005625,48.85854166666667,13.41,82.3,2.5379166666666664,0.843125,41.97717403619926,7.30197394071665
2021-01-29,9.55,29.26,17.675,64.08802083333333,25.0,95.53,2.315208333333333,0.21614583333333326,41.85117495456971,3.219604397947255
2021-01-30,13.82,25.13,17.32677083333333,78.79979166666666,40.0,97.75,1.9695833333333328,0.06895833333333312,41.7219155313752,1.273855689565169
2021-01-31,13.71,25.46,18.06427083333333,72.47135416666667,40.7,94.3,2.325729166666666,0.5338541666666666,41.58940858614093,4.235792906589973
2021-02-01,11.2,25.39,17.1090625,71.181875,41.1,92.86,1.9717708333333333,0.4901041666666667,41.453667962876274,3.891532040360173
2021-02-02,11.32,27.43,17.87697916666667,70.40427083333334,33.76,95.8,1.893541666666667,0.9294791666666666,41.31470857137676,6.5859500585171515
2021-02-03,13.52,32.15,21.33770833333333,55.91395833333333,22.56,81.88,1.5927083333333334,0.9507291666666666,41.17254642836024,7.795281252154042
2021-02-04,16.38,31.87,22.878125,48.883125,26.56,78.19,2.3009375000000003,1.0,41.027198698319616,8.840139240953084
2021-02-05,14.73,29.75,20.40458333333333,57.96979166666667,29.2,86.74,2.280625,1.0,40.87868373397143,8.015546883626788
2021-02-06,12.67,27.55,17.9115625,73.8346875,40.4,94.8,2.4053125,0.7872916666666667,40.72702111617817,5.463843763676239
2021-02-07,11.97,27.44,17.654791666666664,71.6271875,39.3,95.4,2.31625,0.8561458333333334,40.57223169322009,5.938492225638711
2021-02-08,11.45,27.58,17.700520833333332,68.2275,34.0,95.3,2.1860416666666667,0.8196875,40.414337619291665,5.779388416976391
2021-02-09,12.51,30.97,19.847395833333334,61.55520833333333,27.1,86.9,2.1129166666666666,0.9497916666666667,40.25336239209747,7.37883336376256
2021-02-10,14.06,29.29,19.8109375,68.96510416666666,37.0,91.63,2.34,0.853125,40.08933088942139,6.3261278684863775
2021-02-11,13.35,27.97,18.821145833333333,72.2921875,37.1,95.71,2.4346875,0.833125,39.92226940454459,5.842679641038614
2021-02-12,12.94,29.92,19.3678125,69.97302083333334,31.5,96.27,2.1004166666666664,0.605,39.75220568038767,4.786755315125013
2021-02-13,13.27,28.7,18.47072916666667,73.75583333333334,36.3,95.38,2.356770833333333,0.45406250000000004,39.57916894225448,3.851431314490712
2021-02-14,11.39,27.91,17.571562500000002,67.44052083333334,34.66,95.6,2.2772916666666667,0.8470833333333333,39.40318992905659,5.881313161507019
2021-02-15,11.09,27.14,17.512291666666666,59.9153125,30.2,86.11,2.3132291666666664,0.9953125,39.224300922899964,7.013764426790747
2021-02-16,10.04,26.95,16.412916666666668,69.12395833333333,33.9,93.82,2.2823958333333336,0.9914583333333333,39.04253577691832,6.47932117590346
2021-02-17,10.86,25.54,15.467604166666668,73.63572916666666,34.63,95.21,2.355625,0.5667708333333334,38.8579299412408,3.92349200688467
2021-02-18,8.97,27.57,16.003958333333333,67.06854166666666,29.22,94.96,2.055833333333333,0.9129166666666666,38.67052048698532,5.972491948758519
2021-02-19,10.26,28.92,18.20520833333333,57.06968749999999,25.8,87.13,2.0136458333333334,1.0,38.4803461281734,7.146363773398558
2021-02-20,11.7,29.64,18.87239583333333,51.67854166666667,21.82,78.49,2.1480208333333333,1.0,38.287447241466715,7.50581221482757
2021-02-21,11.46,30.56,19.2415625,43.19593750000001,18.89,66.28,1.879895833333333,1.0,38.09186588363036,7.715591524414345
2021-02-22,10.38,30.25,18.692083333333333,45.47375,17.37,68.03,1.8409375,1.0,37.89364580663381,7.492882416838377
2021-02-23,11.29,30.97,19.3121875,48.60822916666667,16.1,79.2,1.87,0.7265625,37.69283247030561,5.765248010444907
2021-02-24,12.26,29.67,18.9078125,50.3103125,23.83,89.02,2.0828125,0.7497916666666666,37.489473052464255,5.798296024406941
2021-02-25,12.66,28.2,18.74770833333333,66.57635416666666,35.47,89.46,2.2038541666666664,0.9576041666666667,37.28361645645403,6.4397328315285245
2021-02-26,12.49,28.82,18.48145833333333,68.66510416666667,35.0,90.3,2.1947916666666667,0.9434375,37.07531331602105,6.2698208178585935
2021-02-27,12.47,31.06,20.05395833333333,60.40145833333333,25.9,91.1,1.936770833333333,0.99875,36.86461599747188,7.1347959241626455
2021-02-28,13.69,33.21,21.00552083333333,49.55854166666666,17.4,84.91,2.2760416666666665,1.0,36.65157859906388,7.98783629174695
2021-03-01,12.65,31.61,19.641041666666663,54.3759375,20.5,83.99,2.1898958333333334,0.9704166666666667,36.43625694758412,7.22662426103774
2021-03-02,12.56,28.77,18.789583333333333,66.86697916666667,30.1,91.8,1.9884375,0.19729166666666675,36.218708592080816,2.6302003934658114
2021-03-03,13.57,31.12,20.246666666666663,63.21072916666666,29.6,90.21,2.0063541666666667,0.33635416666666673,35.99899279471923,3.6052224704376585
2021-03-04,15.27,33.64,22.09989583333333,53.12229166666666,20.74,78.99,1.9991666666666663,0.9969791666666666,35.7771705187413,7.676575236162437
2021-03-05,12.86,29.18,18.661666666666665,69.60781250000001,32.8,93.41,2.472916666666667,0.9120833333333334,35.553304413516585,5.894872336534963
2021-03-06,12.8,29.68,18.825,70.56197916666666,35.0,95.78,2.0659375,0.7354166666666667,35.32745879667938,4.774393963111842
2021-03-07,12.62,32.46,21.04875,54.71197916666667,17.24,85.4,1.7768750000000002,1.0,35.0996996333556,7.12545888766874
