date,t_min,t_max,temp,wind,humidity_min,humidity_max,humidity,clouds
2022-01-25,12.04,30.54,19.485833333333336,2.449583333333333,22.5,84.82,55.30802083333333,0.0
2022-01-26,11.64,30.84,19.346979166666667,2.3196875,24.5,83.67,57.048854166666665,0.0
2022-01-27,11.97,29.52,18.845104166666665,2.6361458333333334,28.1,82.64,58.005625,0.0
2022-01-28,11.46,29.16,18.53802083333333,2.500833333333333,31.0,92.08,63.26885416666667,1.65625
2022-01-29,12.27,29.69,18.9565625,2.6525,24.54,83.6,58.8234375,0.0
2022-01-30,11.74,30.3,19.354375,2.717395833333333,16.7,84.71,52.44197916666667,0.0
2022-01-31,11.3,30.44,19.17875,2.387916666666667,16.71,90.57,52.0925,0.0
